POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,66,Classified,10,18:28.681,-,-,10,1:49.984,160.7,AMGV,,,,,,,,,,,,,,,,Jonathan,DESSENS,,,FRA,,,,,,,
2,24,Classified,10,18:33.082,+4.401,+4.401,6,1:50.373,160.1,HMC RACING,,,,,,,,,,,,,,,,Xavier,FOUINEAU,,,FRA,,,,,,,
3,294,Classified,10,18:44.132,+15.451,+11.050,5,1:51.261,158.8,PEGASUS RACING,,,,,,,,,,,,,,,,Alain,MEYER,,,FRA,,,,,,,
4,18,Classified,10,18:48.869,+20.188,+4.737,8,1:51.090,159.1,SCIABBARRASI COMPETITION,G,,,,,,,,,,,,,,,Marcel,SCIABBARRASI,,,ITA,,,,,,,
5,64,Classified,10,18:49.729,+21.048,+0.860,8,1:51.135,159.0,AMGV,,,,,,,,,,,,,,,,Etienne,CHAMPETIER,,,FRA,,,,,,,
6,27,Classified,10,19:07.237,+38.556,+17.508,5,1:50.344,160.2,HMC RACING,,,,,,,,,,,,,,,,Bouhet,JESSE,,,FRA,,,,,,,
7,9,Classified,10,19:34.362,+1:05.681,+27.125,3,1:52.590,157.0,BELT RACING,G,,,,,,,,,,,,,,,Edouard,HERY,,,FRA,,,,,,,
8,22,Classified,10,19:37.993,+1:09.312,+3.631,3,1:53.493,155.7,HMC RACING,G,,,,,,,,,,,,,,,Christian,CAMBOULIVE,,,FRA,,,,,,,
9,279,Classified,10,19:45.751,+1:17.070,+7.758,4,1:53.636,155.5,HMC RACING,,,,,,,,,,,,,,,,Eric,SOARES,,,FRA,,,,,,,
10,26,Classified,10,19:47.348,+1:18.667,+1.597,6,1:52.714,156.8,HMC RACING,G,,,,,,,,,,,,,,,Frank,LEFEEVRE,,,FRA,,,,,,,
11,35,Classified,10,19:58.994,+1:30.313,+11.646,3,1:53.281,156.0,YO,G,,,,,,,,,,,,,,,Yves,ORHANT,,,FRA,,,,,,,
12,262,Classified,10,20:06.635,+1:37.954,+7.641,9,1:53.794,155.3,HMC RACING,G,,,,,,,,,,,,,,,Remy,BROUARD,,,FRA,,,,,,,
13,49,Classified,10,20:17.799,+1:49.118,+11.164,3,1:52.923,156.5,BELT RACING,,,,,,,,,,,,,,,,Naar,DEKEL,,,ISR,,,,,,,
14,21,Classified,9,17:06.914,1 Lap,1 Lap,7,1:52.466,157.1,HMC RACING,,,,,,,,,,,,,,,,Bruno,FRETIN,,,FRA,,,,,,,
15,29,Classified,9,17:31.108,1 Lap,+24.194,5,1:54.468,154.4,HMC RACING,,,,,,,,,,,,,,,,Axel,DOLHEM,,,FRA,,,,,,,
16,28,Classified,9,17:40.392,1 Lap,+9.284,8,1:55.644,152.8,HMC RACING,G,,,,,,,,,,,,,,,Claude,ROLLAND,,,FRA,,,,,,,
17,23,Classified,9,17:40.771,1 Lap,+0.379,8,1:55.186,153.4,HMC RACING,G,,,,,,,,,,,,,,,Olivier,GAUCLERE,,,FRA,,,,,,,
18,83,Classified,9,17:42.267,1 Lap,+1.496,9,1:55.815,152.6,AMGV,,,,,,,,,,,,,,,,Dominique,ARNOUX,,,FRA,,,,,,,
19,249,Classified,9,20:03.523,1 Lap,+2:21.256,6,1:56.450,151.8,KAIROS RACING,,,,,,,,,,,,,,,,David,BRAUNSTEIN,,,FRA,,,,,,,
20,222,Classified,5,17:46.579,5 Laps,4 Laps,5,1:54.066,154.9,BELT RACING,J,,,,,,,,,,,,,,,Gregory,DE SYBOURG,,,CHE,,,,,,,
21,955,Classified,0,,10 Laps,5 Laps,0,,,WILLI MOTORSPORT,,,,,,,,,,,,,,,,Catalin Cedric,GHIGEA,,,ROU,,,,,,,
22,7,Classified,0,,10 Laps,,0,,,AMGV,,,,,,,,,,,,,,,,David,LITZISTORF,,,CHE,,,,,,,
23,13,Classified,0,,10 Laps,,0,,,ATELIER 313,J,,,,,,,,,,,,,,,Silvano,MESSMER,,,CHE,,,,,,,
24,8,Classified,0,,10 Laps,,0,,,SCIABBARRASI COMPETITION,,,,,,,,,,,,,,,,Serge,MESROBIAN,,,FRA,,,,,,,
