POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,66,6,1:50.666,-,-,159.7,8,AMGV,,,,,,,,,,,,,,,,Jonathan,DESSENS,,,FRA,,,,,,,
2,27,5,1:51.783,+1.117,+1.117,158.1,9,HMC RACING,,,,,,,,,,,,,,,,Bouhet,JESSE,,,FRA,,,,,,,
3,24,7,1:51.844,+1.178,+0.061,158.0,9,HMC RACING,,,,,,,,,,,,,,,,Xavier,FOUINEAU,,,FRA,,,,,,,
4,222,7,1:52.113,+1.447,+0.269,157.6,8,BELT RACING,J,,,,,,,,,,,,,,,Gregory,DE SYBOURG,,,CHE,,,,,,,
5,7,7,1:52.560,+1.894,+0.447,157.0,8,AMGV,,,,,,,,,,,,,,,,David,LITZISTORF,,,CHE,,,,,,,
6,64,5,1:52.932,+2.266,+0.372,156.5,9,AMGV,,,,,,,,,,,,,,,,Etienne,CHAMPETIER,,,FRA,,,,,,,
7,26,8,1:53.877,+3.211,+0.945,155.2,8,HMC RACING,G,,,,,,,,,,,,,,,Frank,LEFEEVRE,,,FRA,,,,,,,
8,9,8,1:54.107,+3.441,+0.230,154.9,9,BELT RACING,G,,,,,,,,,,,,,,,Edouard,HERY,,,FRA,,,,,,,
9,22,7,1:54.574,+3.908,+0.467,154.2,8,HMC RACING,G,,,,,,,,,,,,,,,Christian,CAMBOULIVE,,,FRA,,,,,,,
10,13,4,1:55.349,+4.683,+0.775,153.2,5,ATELIER 313,J,,,,,,,,,,,,,,,Silvano,MESSMER,,,CHE,,,,,,,
11,29,5,1:55.432,+4.766,+0.083,153.1,8,HMC RACING,,,,,,,,,,,,,,,,Axel,DOLHEM,,,FRA,,,,,,,
12,279,8,1:55.966,+5.300,+0.534,152.4,8,HMC RACING,,,,,,,,,,,,,,,,Eric,SOARES,,,FRA,,,,,,,
13,18,2,1:55.994,+5.328,+0.028,152.4,3,SCIABBARRASI COMPETITION,G,,,,,,,,,,,,,,,Marcel,SCIABBARRASI,,,ITA,,,,,,,
14,49,3,1:56.288,+5.622,+0.294,152.0,3,BELT RACING,,,,,,,,,,,,,,,,Naar,DEKEL,,,FRA,,,,,,,
15,262,8,1:56.729,+6.063,+0.441,151.4,8,HMC RACING,G,,,,,,,,,,,,,,,Remy,BROUARD,,,FRA,,,,,,,
16,249,7,1:57.237,+6.571,+0.508,150.7,8,KAIROS RACING,,,,,,,,,,,,,,,,Fabien,BORNANCIN,,,FRA,,,,,,,
17,23,7,1:57.544,+6.878,+0.307,150.3,8,HMC RACING,G,,,,,,,,,,,,,,,Olivier,GAUCLERE,,,FRA,,,,,,,
18,28,7,1:57.824,+7.158,+0.280,150.0,8,HMC RACING,G,,,,,,,,,,,,,,,Claude,ROLLAND,,,FRA,,,,,,,
19,955,6,1:58.041,+7.375,+0.217,149.7,8,WILLI MOTORSPORT,,,,,,,,,,,,,,,,Catalin Cedric,GHIGEA,,,ROU,,,,,,,
20,294,5,1:58.479,+7.813,+0.438,149.2,8,PEGASUS RACING,,,,,,,,,,,,,,,,Alain,MEYER,,,FRA,,,,,,,
21,35,3,1:58.585,+7.919,+0.106,149.0,7,YO,G,,,,,,,,,,,,,,,Yves,ORHANT,,,FRA,,,,,,,
22,8,4,1:58.706,+8.040,+0.121,148.9,6,SCIABBARRASI COMPETITION,,,,,,,,,,,,,,,,Serge,MESROBIAN,,,FRA,,,,,,,
23,83,6,1:59.382,+8.716,+0.676,148.0,8,AMGV,,,,,,,,,,,,,,,,Dominique,ARNOUX,,,FRA,,,,,,,
24,21,0,,,,,2,HMC RACING,,,,,,,,,,,,,,,,Bruno,FRETIN,,,FRA,,,,,,,
