POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,222,Classified,9,21:02.381,-,-,9,1:55.126,146.2,BELT RACING,E,,,,,,,,,,,,,,,Gregory,DE SYBOURG,,,CHE,,,,,,,
2,66,Classified,9,21:02.828,+0.447,+0.447,9,1:54.578,146.9,AMGV,,,,,,,,,,,,,,,,Jonathan,DESSENS,,,FRA,,,,,,,
3,24,Classified,9,21:03.805,+1.424,+0.977,7,1:54.350,147.2,HMC RACING,,,,,,,,,,,,,,,,Xavier,FOUINEAU,,,FRA,,,,,,,
4,290,Classified,9,21:04.262,+1.881,+0.457,8,1:55.406,145.8,HMC RACING,,,,,,,,,,,,,,,,Nicolas,STURM,,,FRA,,,,,,,
5,2,Classified,9,21:06.171,+3.790,+1.909,9,1:53.804,147.9,ECURIE FRANCAISE,E,,,,,,,,,,,,,,,Romain,BOECKLER,,,FRA,,,,,,,
6,18,Classified,9,21:07.160,+4.779,+0.989,8,1:55.889,145.2,SCIABBARRASI COMPETITION,G,,,,,,,,,,,,,,,Marcel,SCIABBARRASI,,,FRA,,,,,,,
7,9,Classified,9,21:08.421,+6.040,+1.261,8,1:56.261,144.8,BELT RACING,G,,,,,,,,,,,,,,,Edouard,HERY,,,FRA,,,,,,,
8,27,Classified,9,21:08.749,+6.368,+0.328,9,1:53.921,147.7,HMC RACING,,,,,,,,,,,,,,,,Jesse,BOUHET,,,FRA,,,,,,,
9,21,Classified,9,21:13.238,+10.857,+4.489,7,1:57.022,143.8,HMC RACING,,,,,,,,,,,,,,,,Bruno,FRETIN,,,FRA,,,,,,,
10,22,Classified,9,21:13.685,+11.304,+0.447,8,1:56.928,143.9,HMC RACING,G,,,,,,,,,,,,,,,Christian,CAMBOULIVE,,,FRA,,,,,,,
11,29,Classified,9,21:15.786,+13.405,+2.101,5,1:57.434,143.3,HMC RACING,,,,,,,,,,,,,,,,Axel,DOLHEM,,,FRA,,,,,,,
12,35,Classified,9,21:16.465,+14.084,+0.679,9,1:55.077,146.2,YO,G,,,,,,,,,,,,,,,Yves,ORHANT,,,FRA,,,,,,,
13,49,Classified,9,21:22.342,+19.961,+5.877,9,1:56.513,144.4,BELT RACING,,,,,,,,,,,,,,,,Dekel,NAAR,,,ISR,,,,,,,
14,277,Classified,9,21:22.620,+20.239,+0.278,7,1:55.977,145.1,DAFA RACING,,,,,,,,,,,,,,,,Jean Christophe,ROBIN,,,FRA,,,,,,,
15,7,Classified,9,21:24.267,+21.886,+1.647,9,1:55.352,145.9,AMGV,,,,,,,,,,,,,,,,David,LITZISTORF,,,CHE,,,,,,,
16,26,Classified,9,21:25.545,+23.164,+1.278,9,1:55.297,146.0,HMC RACING,G,,,,,,,,,,,,,,,Frank,LEFEVRE,,,FRA,,,,,,,
17,83,Classified,9,21:31.382,+29.001,+5.837,6,1:59.646,140.7,AMGV,G,,,,,,,,,,,,,,,Dominique,ARNOUX,,,FRA,,,,,,,
18,279,Classified,9,21:32.027,+29.646,+0.645,9,1:56.049,145.0,HMC RACING,,,,,,,,,,,,,,,,Eric,SOARES,,,FRA,,,,,,,
19,262,Classified,9,21:34.045,+31.664,+2.018,9,1:57.046,143.8,HMC RACING,G,,,,,,,,,,,,,,,Remy,BROUARD,,,FRA,,,,,,,
20,294,Classified,9,21:41.176,+38.795,+7.131,7,2:01.102,139.0,PEGASUS RACING,G,,,,,,,,,,,,,,,Alain,MEYER,,,FRA,,,,,,,
21,23,Classified,9,21:41.230,+38.849,+0.054,8,1:58.787,141.7,HMC RACING,G,,,,,,,,,,,,,,,Olivier,GAUCLERE,,,FRA,,,,,,,
22,28,Classified,9,22:03.354,+1:00.973,+22.124,8,2:04.286,135.4,HMC RACING,G,,,,,,,,,,,,,,,Jean Claude,ROLLAND,,,FRA,,,,,,,
23,249,Classified,9,22:09.722,+1:07.341,+6.368,9,2:00.451,139.7,KAIROS RACING,,,,,,,,,,,,,,,,Fabien,BORNANCIN,,,FRA,,,,,,,
24,8,Classified,9,22:10.633,+1:08.252,+0.911,8,1:58.838,141.6,SCIABBARRASI COMPETITION,,,,,,,,,,,,,,,,Serge,MESROBIAN,,,FRA,,,,,,,
25,111,Classified,6,22:03.900,3 Laps,3 Laps,6,2:06.225,133.3,ECURIE FRANCAISE,E,,,,,,,,,,,,,,,Paul,FILLOT ,,,FRA,,,,,,,
26,64,Classified,0,,9 Laps,6 Laps,0,,,AMGV,,,,,,,,,,,,,,,,Etienne,CHAMPETIER,,,FRA,,,,,,,
