POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,27,Classified,10,21:12.781,-,-,8,2:06.259,133.3,K-WORX,J,,,MITJET 2L,,,,,,,,,,,,Younes,KARBID,,,FRA,,,,,,,
2,137,Classified,10,21:15.895,+3.114,+3.114,4,2:06.403,133.1,DS EVENT,,,,MITJET 2L,,,,,,,,,,,,Xavier,DAYRAUT,,,FRA,,,,,,,
3,76,Classified,10,21:16.728,+3.947,+0.833,9,2:06.006,133.6,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Marius,FOSSARD,,,FRA,,,,,,,
4,79,Classified,10,21:20.150,+7.369,+3.422,6,2:05.560,134.0,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Romain,FAVRE,,,FRA,,,,,,,
5,78,Classified,10,21:26.984,+14.203,+6.834,5,2:07.018,132.5,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Edgar,MALOIGNE,,,FRA,,,,,,,
6,30,Classified,10,21:31.186,+18.405,+4.202,2,2:07.606,131.9,RACING SPIRIT OF LEMAN,F,,,MITJET 2L,,,,,,,,,,,,Karen,GAILLARD,,,CHE,,,,,,,
7,69,Classified,10,21:34.013,+21.232,+2.827,2,2:07.811,131.7,GT DRIVE,G,,,MITJET 2L,,,,,,,,,,,,Xavier,BOURLARD,,,BEL,,,,,,,
8,111,Classified,10,21:35.848,+23.067,+1.835,8,2:07.978,131.5,ARCTIC ENERGY,S,,,MITJET 2L,,,,,,,,,,,,Mikhail,MAKAROVSKII,,,LTU,,,,,,,
9,139,Classified,10,21:36.656,+23.875,+0.808,10,2:06.988,132.5,DS EVENT,,,,MITJET 2L,,,,,,,,,,,,Andréa,DELDOSSI,,,FRA,,,,,,,
10,8,Classified,10,21:37.454,+24.673,+0.798,8,2:07.688,131.8,GT DRIVE,G,,,MITJET 2L,,,,,,,,,,,,Manu,DAMIANI,,,FRA,,,,,,,
11,81,Classified,10,21:40.561,+27.780,+3.107,8,2:07.103,132.4,DS EVENT,G,,,MITJET 2L,,,,,,,,,,,,Sebastien,LOIRET-FOURNIER,,,FRA,,,,,,,
12,4,Classified,10,21:46.296,+33.515,+5.735,7,2:07.242,132.3,DS EVENT,,,,MITJET 2L,,,,,,,,,,,,Jules,DONCIEUX,,,FRA,,,,,,,
13,7,Classified,10,21:49.205,+36.424,+2.909,7,2:07.939,131.5,MITJET INTERNATIONNAL,G,,,MITJET 2L,,,,,,,,,,,,Olivier,PANIS,,,FRA,,,,,,,
14,75,Classified,10,21:53.506,+40.725,+4.301,7,2:08.056,131.4,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Sami,DHAHRI,,,FRA,,,,,,,
15,17,Classified,10,21:54.115,+41.334,+0.609,8,2:08.656,130.8,ARCTIC ENERGY,,,,MITJET 2L,,,,,,,,,,,,Max,SALO,,,LTU,,,,,,,
16,245,Classified,10,21:54.988,+42.207,+0.873,8,2:08.503,131.0,JBJ RACING,G,,,MITJET 2L,,,,,,,,,,,,Jesper Brunhoj,JENSEN,,,DNK,,,,,,,
17,22,Classified,10,21:55.847,+43.066,+0.859,9,2:09.832,129.6,MV2S Racing,G,,,MITJET 2L,,,,,,,,,,,,Christophe,CRESP,,,FRA,,,,,,,
18,88,Classified,10,21:56.778,+43.997,+0.931,10,2:08.528,130.9,MV2S RACING,S,,,MITJET 2L,,,,,,,,,,,,Etienne,CATTEAU,,,FRA,,,,,,,
19,6,Classified,10,21:57.302,+44.521,+0.524,9,2:08.542,130.9,FP RACING,,,,MITJET 2L,,,,,,,,,,,,Jonathan,SERRELI,,,FRA,,,,,,,
20,9,Classified,10,22:04.850,+52.069,+7.548,9,2:10.029,129.4,FP RACING,,,,MITJET 2L,,,,,,,,,,,,Thierry ,AYLIES,,,FRA,,,,,,,
21,99,Classified,10,22:11.135,+58.354,+6.285,10,2:06.652,132.9,MV2S RACING,J,,,MITJET 2L,,,,,,,,,,,,Matteo,SALOMONE,,,FRA,,,,,,,
22,49,Classified,10,22:23.634,+1:10.853,+12.499,8,2:10.323,129.1,MV2S RACING,S,,,MITJET 2L,,,,,,,,,,,,Yvan,DUPUIS,,,FRA,,,,,,,
23,23,Classified,10,22:25.278,+1:12.497,+1.644,2,2:07.478,132.0,GENERATION STUNT,G,,,MITJET 2L,,,,,,,,,,,,Jeremy,LOURENCO,,,FRA,,,,,,,
24,59,Classified,10,22:31.578,+1:18.797,+6.300,7,2:08.759,130.7,MV2S RACING,J,,,MITJET 2L,,,,,,,,,,,,Marcel,LAUGIER,,,FRA,,,,,,,
25,72,Classified,10,22:40.880,+1:28.099,+9.302,3,2:08.618,130.9,DS EVENT,G,,,MITJET 2L,,,,,,,,,,,,Olivier,DESCHAMPS,,,FRA,,,,,,,
26,51,Classified,10,22:48.252,+1:35.471,+7.372,4,2:07.901,131.6,K-WORX,,,,MITJET 2L,,,,,,,,,,,,Thibaut,MOGICA,,,FRA,,,,,,,
27,77,Classified,9,23:07.793,1 Lap,1 Lap,6,2:19.289,120.8,VPS RACING,G,,,MITJET 2L,,,,,,,,,,,,Stéphane,DILOUYA,,,FRA,,,,,,,
