POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,28,Classified,16,33:07.118,-,-,6,1:50.796,151.9,TeamPGZ by RedAnt Racing,PRO,,,,,,,,,,,,,,,Xavier,MAASSEN,,,NLD,MAA,,,,,,
2,15,Classified,16,33:10.108,+2.990,+2.990,16,1:50.531,152.3,NGT Racing,PRO,,,,,,,,,,,,,,,Glenn,VAN PARIJS,,,BEL,PAR,,,,,,
3,777,Classified,16,33:13.071,+5.953,+2.963,5,1:51.829,150.5,TeamPGZ by RedAnt Racing,PRO,,,,,,,,,,,,,,,Sam,DEJONGHE,,,BEL,DEJ,,,,,,
4,54,Classified,16,33:13.237,+6.119,+0.166,6,1:51.752,150.6,Q1 Trackracing,PRO-AM,,,,,,,,,,,,,,,Jan,LAURYSSEN,,,BEL,LAU,,,,,,
5,33,Classified,16,33:17.265,+10.147,+4.028,5,1:52.106,150.1,DUWO Racing,AM,,,,,,,,,,,,,,,Sebastien,LAJOUX,,,FRA,LAJ,,,,,,
6,14,Classified,16,33:19.408,+12.290,+2.143,5,1:52.053,150.2,JW Raceservice,PRO,R,,,,,,,,,,,,,,Lucas,VAN EIJNDHOVEN,,,NLD,VAN,,,,,,
7,13,Classified,16,33:19.820,+12.702,+0.412,15,1:52.093,150.1,Baporo Motorsport,AM,,,,,,,,,,,,,,,Jaume,FONT,,,ESP,FON,,,,,,
8,24,Classified,16,33:22.498,+15.380,+2.678,6,1:52.867,149.1,NGT Racing,AM,,,,,,,,,,,,,,,Stijn,LOWETTE,,,BEL,LOW,,,,,,
9,48,Classified,16,33:24.090,+16.972,+1.592,14,1:52.027,150.2,DUWO Racing,AM,G,,,,,,,,,,,,,,Giovanni,SCAMARDI,,,BEL,SCA,,,,,,
10,7,Classified,16,33:24.896,+17.778,+0.806,13,1:52.967,149.0,Speedlover,PRO-AM,,,,,,,,,,,,,,,Didier,GLORIEUX,,,BEL,GLO,,,,,,
11,88,Classified,16,33:26.570,+19.452,+1.674,14,1:52.597,149.5,Proton Competition,PRO,G,,,,,,,,,,,,,,Horst Felix,FELBERMAYR,,,AUT,FEL,,,,,,
12,25,Classified,16,33:29.845,+22.727,+3.275,14,1:53.658,148.1,JW Raceservice,AM,,,,,,,,,,,,,,,Sven,VAN LAERE,,,BEL,LAE,,,,,,
13,911,Classified,16,33:32.506,+25.388,+2.661,5,1:53.867,147.8,TeamPGZ by RedAnt Racing,AM,,,,,,,,,,,,,,,Luc,VANDERFEESTEN,,,NLD,VDF,,,,,,
14,53,Classified,16,33:33.291,+26.173,+0.785,6,1:52.425,149.7,Q1 Trackracing,AM,G,,,,,,,,,,,,,,Nicolas,VANDIERENDONCK,,,BEL,DIE,,,,,,
15,17,Classified,16,33:34.747,+27.629,+1.456,15,1:54.028,147.6,Speedlover,AM,G,,,,,,,,,,,,,,Dominique,BASTIEN,,,USA,BAS,,,,,,
16,9,Classified,16,33:44.231,+37.113,+9.484,5,1:51.491,151.0,Revs Motorsport,PRO,R,,,,,,,,,,,,,,Rik,KOEN,,,NLD,KOE,,,,,,
17,917,Classified,16,34:49.745,+1:42.627,+1:05.514,5,2:06.019,133.6,Revs Motorsport,AM,,,,,,,,,,,,,,,Jeroen,KREEFT,,,NLD,KRE,,,,,,
18,21,Classified,7,18:08.437,9 Laps,9 Laps,6,1:52.722,149.3,TeamPGZ by RedAnt Racing,PRO-AM,,,,,,,,,,,,,,,Tom,BOONEN,,,BEL,BOO,,,,,,
19,2,Classified,5,10:26.869,11 Laps,2 Laps,5,1:51.021,151.6,Team GP Elite,PRO,,,,,,,,,,,,,,,Ghislain,CORDEEL,,,BEL,COR,,,,,,
20,78,Classified,0,,16 Laps,5 Laps,0,,,Belgium Racing Team,PRO,G,,,,,,,,,,,,,,Michiel,HAVERANS,,,BEL,HAV,,,,,,
