POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,7,Classified,8,20:37.103,-,-,7,2:06.573,133.0,MITJET INTERNATIONNAL,,,,MITJET 2L,,,,,,,,,,,,Louis,ROUSSET,,,FRA,,,,,,,
2,76,Classified,8,20:38.513,+1.410,+1.410,5,2:07.284,132.2,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Marius,FOSSARD,,,FRA,,,,,,,
3,84,Classified,8,20:38.905,+1.802,+0.392,6,2:07.410,132.1,K-WORX,,,,MITJET 2L,,,,,,,,,,,,Benoit,CASTAGNE,,,FRA,,,,,,,
4,17,Classified,8,20:40.931,+3.828,+2.026,6,2:07.091,132.4,ARCTIC ENERGY,,,,MITJET 2L,,,,,,,,,,,,Povilas,JANKAVICIUS,,,LTU,,,,,,,
5,99,Classified,8,20:41.217,+4.114,+0.286,7,2:06.767,132.8,MV2S RACING,J,,,MITJET 2L,,,,,,,,,,,,Matteo,SALOMONE,,,FRA,,,,,,,
6,27,Classified,8,20:41.682,+4.579,+0.465,6,2:07.237,132.3,K-WORX,J,,,MITJET 2L,,,,,,,,,,,,Younes,KARBID,,,FRA,,,,,,,
7,81,Classified,8,20:42.073,+4.970,+0.391,8,2:06.963,132.6,DS EVENT,G,,,MITJET 2L,,,,,,,,,,,,Sebastien,LOIRET-FOURNIER,,,FRA,,,,,,,
8,78,Classified,8,20:46.404,+9.301,+4.331,7,2:07.445,132.1,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Edgar,MALOIGNE,,,FRA,,,,,,,
9,783,Classified,8,20:46.435,+9.332,+0.031,7,2:08.241,131.2,K-WORX,J,,,MITJET 2L,,,,,,,,,,,,Florian,ROUSEAU-RICCI,,,FRA,,,,,,,
10,79,Classified,8,20:46.657,+9.554,+0.222,8,2:06.873,132.7,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Romain,FAVRE,,,FRA,,,,,,,
11,128,Classified,8,20:47.640,+10.537,+0.983,7,2:07.753,131.7,GT DRIVE,,,,MITJET 2L,,,,,,,,,,,,Benjamin,LAGIER,,,FRA,,,,,,,
12,59,Classified,8,20:48.241,+11.138,+0.601,5,2:08.359,131.1,MV2S RACING,,,,MITJET 2L,,,,,,,,,,,,Miguel,GARCIA,,,FRA,,,,,,,
13,30,Classified,8,20:49.575,+12.472,+1.334,8,2:07.875,131.6,RACING SPIRIT OF LEMAN,F,,,MITJET 2L,,,,,,,,,,,,Karen,GAILLARD,,,CHE,,,,,,,
14,111,Classified,8,20:50.582,+13.479,+1.007,5,2:08.136,131.3,ARCTIC ENERGY,S,,,MITJET 2L,,,,,,,,,,,,Mikhail,MAKAROVSKII,,,LTU,,,,,,,
15,139,Classified,8,20:50.905,+13.802,+0.323,8,2:07.606,131.9,DS EVENT,,,,MITJET 2L,,,,,,,,,,,,Andréa,DELDOSSI,,,FRA,,,,,,,
16,51,Classified,8,20:52.230,+15.127,+1.325,8,2:08.113,131.4,K-WORX,,,,MITJET 2L,,,,,,,,,,,,Thibaut,MOGICA,,,FRA,,,,,,,
17,137,Classified,8,20:52.440,+15.337,+0.210,7,2:07.339,132.2,DS EVENT,,,,MITJET 2L,,,,,,,,,,,,Xavier,DAYRAUT,,,FRA,,,,,,,
18,6,Classified,8,20:54.126,+17.023,+1.686,8,2:08.521,131.0,FP RACING,,,,MITJET 2L,,,,,,,,,,,,Jonathan,SERRELI,,,FRA,,,,,,,
19,23,Classified,8,20:54.861,+17.758,+0.735,8,2:07.375,132.1,GENERATION STUNT,G,,,MITJET 2L,,,,,,,,,,,,Jeremy,LOURENCO,,,FRA,,,,,,,
20,69,Classified,8,20:55.350,+18.247,+0.489,5,2:09.144,130.3,GT DRIVE,G,,,MITJET 2L,,,,,,,,,,,,Xavier,BOURLARD,,,BEL,,,,,,,
21,38,Classified,8,20:58.188,+21.085,+2.838,5,2:09.552,129.9,SUNSET RACING,G,,,MITJET 2L,,,,,,,,,,,,Fabien,REDCENT,,,FRA,,,,,,,
22,64,Classified,8,20:59.889,+22.786,+1.701,8,2:09.204,130.3,TLR,,,,MITJET 2L,,,,,,,,,,,,Thomas,LAISNE,,,FRA,,,,,,,
23,88,Classified,8,21:00.784,+23.681,+0.895,5,2:09.735,129.7,MV2S RACING,S,,,MITJET 2L,,,,,,,,,,,,Etienne,CATTEAU,,,FRA,,,,,,,
24,72,Classified,8,21:01.575,+24.472,+0.791,7,2:09.077,130.4,DS EVENT,G,,,MITJET 2L,,,,,,,,,,,,Olivier,DESCHAMPS,,,FRA,,,,,,,
25,77,Classified,8,21:12.220,+35.117,+10.645,3,3:02.253,92.3,VPS RACING,G,,,MITJET 2L,,,,,,,,,,,,Jean - Paul,MINASSIAN,,,FRA,,,,,,,
26,49,Classified,8,21:18.669,+41.566,+6.449,8,2:10.915,128.6,MV2S RACING,S,,,MITJET 2L,,,,,,,,,,,,Yvan,DUPUIS,,,FRA,,,,,,,
27,75,Classified,6,17:41.747,2 Laps,2 Laps,3,3:08.800,89.1,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Sami,DHAHRI,,,FRA,,,,,,,
28,245,Classified,5,21:18.066,3 Laps,1 Lap,4,2:08.336,131.1,JBJ RACING,G,,,MITJET 2L,,,,,,,,,,,,Jesper Brunhoj,JENSEN,,,DNK,,,,,,,
29,22,Classified,1,2:58.427,7 Laps,4 Laps,0,,,MV2S Racing,G,,,MITJET 2L,,,,,,,,,,,,Christophe,CRESP,,,FRA,,,,,,,
30,123,Classified,0,,8 Laps,1 Lap,0,,,RACING SPIRIT OF LEMAN,,,,MITJET 2L,,,,,,,,,,,,Théo,CHALAL,,,FRA,,,,,,,
31,4,Classified,0,,8 Laps,,0,,,DS EVENT,,,,MITJET 2L,,,,,,,,,,,,Jules,DONCIEUX,,,FRA,,,,,,,
32,8,Classified,0,,8 Laps,,0,,,GT DRIVE,G,,,MITJET 2L,,,,,,,,,,,,Manu,DAMIANI,,,FRA,,,,,,,
,9,Not started,0,,,,0,,,FP RACING,,,,MITJET 2L,,,,,,,,,,,,Fabien,PERDU,,,FRA,,,,,,,
