POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,24,9,1:52.114,-,-,150.1,9,HMC,,,,,,,,,,,,,,,,Xavier,FOUINEAU,,,FRA,,,,,,,
2,27,9,1:52.173,+0.059,+0.059,150.0,9,HMC RACING,,,,,,,,,,,,,,,,Bouhet,JESSE,,,FRA,,,,,,,
3,18,4,1:54.650,+2.536,+2.477,146.8,9,SCIABBARRASI COMPETITION,G,,,,,,,,,,,,,,,Marcel,SCIABBARRASI,,,FRA,,,,,,,
4,66,4,1:54.912,+2.798,+0.262,146.5,9,AMGV,,,,,,,,,,,,,,,,Jonathan,DESSENS,,,FRA,,,,,,,
5,222,5,1:55.226,+3.112,+0.314,146.1,9,BELT RACING,E,,,,,,,,,,,,,,,Gregory,DE SYBOURG,,,CHE,,,,,,,
6,2,4,1:55.322,+3.208,+0.096,145.9,8,ECURIE FRANCAISE,E,,,,,,,,,,,,,,,Romain,BOECKLER,,,FRA,,,,,,,
7,49,4,1:55.391,+3.277,+0.069,145.9,9,BELT RACING,,,,,,,,,,,,,,,,Naar,DEKEL,,,ISR,,,,,,,
8,26,4,1:55.960,+3.846,+0.569,145.1,10,HMC,G,,,,,,,,,,,,,,,Frank,LEFEVRE,,,FRA,,,,,,,
9,23,4,1:56.123,+4.009,+0.163,144.9,9,HMC,G,,,,,,,,,,,,,,,Olivier,GAUCLERE,,,FRA,,,,,,,
10,290,5,1:56.396,+4.282,+0.273,144.6,9,HMC RACING,,,,,,,,,,,,,,,,Nicolas,STURM,,,FRA,,,,,,,
11,7,5,1:56.440,+4.326,+0.044,144.5,9,AMGV,,,,,,,,,,,,,,,,David,LITZISTORF,,,CHE,,,,,,,
12,262,7,1:56.524,+4.410,+0.084,144.4,9,HMC,G,,,,,,,,,,,,,,,Remy,BROUARD,,,FRA,,,,,,,
13,35,5,1:56.601,+4.487,+0.077,144.3,7,YO,G,,,,,,,,,,,,,,,Yves,ORHANT,,,FRA,,,,,,,
14,22,6,1:56.604,+4.490,+0.003,144.3,8,HMC,G,,,,,,,,,,,,,,,Christian,CAMBOULIVE,,,FRA,,,,,,,
15,279,6,1:56.955,+4.841,+0.351,143.9,10,HMC,,,,,,,,,,,,,,,,Eric,SOARES,,,FRA,,,,,,,
16,64,6,1:57.072,+4.958,+0.117,143.8,10,AMGV,,,,,,,,,,,,,,,,Etienne,CHAMPETIER,,,FRA,,,,,,,
17,29,5,1:57.354,+5.240,+0.282,143.4,9,HMC,,,,,,,,,,,,,,,,Axel,DOLHEM AXEL,,,FRA,,,,,,,
18,21,3,1:57.570,+5.456,+0.216,143.1,5,HMC,,,,,,,,,,,,,,,,Bruno,FRETIN,,,FRA,,,,,,,
19,9,7,1:57.833,+5.719,+0.263,142.8,7,BELT RACING,G,,,,,,,,,,,,,,,Edouard,HERY,,,FRA,,,,,,,
20,277,4,1:57.867,+5.753,+0.034,142.8,8,DAFA RACING,,,,,,,,,,,,,,,,Jean Christophe,ROBIN,,,FRA,,,,,,,
21,28,4,1:59.625,+7.511,+1.758,140.7,8,HMC,G,,,,,,,,,,,,,,,Jean Claude,ROLLAND,,,FRA,,,,,,,
22,111,2,2:00.414,+8.300,+0.789,139.8,6,ECURIE FRANCAISE,,,,,,,,,,,,,,,,Paul,FILLOT,,,FRA,,,,,,,
23,8,9,2:00.433,+8.319,+0.019,139.7,9,SCIABBARRASI COMPETITION,,,,,,,,,,,,,,,,Serge,MESROBIAN,,,FRA,,,,,,,
24,294,4,2:01.070,+8.956,+0.637,139.0,9,PEGASUS RACING,G,,,,,,,,,,,,,,,Alain,MEYER,,,FRA,,,,,,,
25,83,5,2:01.108,+8.994,+0.038,139.0,9,AMGV,G,,,,,,,,,,,,,,,Dominique,ARNOUX,,,FRA,,,,,,,
26,249,5,2:04.057,+11.943,+2.949,135.7,8,KAIROS RACING,,,,,,,,,,,,,,,,Fabien,BORNANCIN,,,FRA,,,,,,,
