POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,137,2,2:06.769,-,-,132.8,4,DS EVENT,,,,MITJET 2L,,,,,,,,,,,,Xavier,DAYRAUT,,,FRA,,,,,,,
2,783,6,2:06.775,+0.006,+0.006,132.8,8,K-WORX,J,,,MITJET 2L,,,,,,,,,,,,Florian,ROUSEAU-RICCI,,,FRA,,,,,,,
3,76,7,2:06.997,+0.228,+0.222,132.5,7,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Marius,FOSSARD,,,FRA,,,,,,,
4,99,3,2:07.006,+0.237,+0.009,132.5,8,MV2S RACING,J,,,MITJET 2L,,,,,,,,,,,,Matteo,SALOMONE,,,FRA,,,,,,,
5,84,5,2:07.121,+0.352,+0.115,132.4,6,K-WORX,,,,MITJET 2L,,,,,,,,,,,,Benoit,CASTAGNE,,,FRA,,,,,,,
6,79,7,2:07.141,+0.372,+0.020,132.4,8,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Romain,FAVRE,,,FRA,,,,,,,
7,7,7,2:07.159,+0.390,+0.018,132.4,8,MITJET INTERNATIONNAL,G,,,MITJET 2L,,,,,,,,,,,,Olivier,PANIS,,,FRA,,,,,,,
8,75,2,2:07.558,+0.789,+0.399,131.9,7,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Sami,DHAHRI,,,FRA,,,,,,,
9,8,6,2:07.725,+0.956,+0.167,131.8,7,GT DRIVE,G,,,MITJET 2L,,,,,,,,,,,,Manu,DAMIANI,,,FRA,,,,,,,
10,27,7,2:07.727,+0.958,+0.002,131.8,8,K-WORX,J,,,MITJET 2L,,,,,,,,,,,,Younes,KARBID,,,FRA,,,,,,,
11,23,6,2:07.828,+1.059,+0.101,131.7,8,GENERATION STUNT,G,,,MITJET 2L,,,,,,,,,,,,Jeremy,LOURENCO,,,FRA,,,,,,,
12,245,6,2:08.058,+1.289,+0.230,131.4,8,JBJ RACING,G,,,MITJET 2L,,,,,,,,,,,,Jesper Brunhoj,JENSEN,,,DNK,,,,,,,
13,123,6,2:08.192,+1.423,+0.134,131.3,6,RACING SPIRIT OF LEMAN,,,,MITJET 2L,,,,,,,,,,,,Théo,CHALAL,,,FRA,,,,,,,
14,78,2,2:08.258,+1.489,+0.066,131.2,7,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Edgar,MALOIGNE,,,FRA,,,,,,,
15,4,3,2:08.495,+1.726,+0.237,131.0,7,DS EVENT,,,,MITJET 2L,,,,,,,,,,,,Jules,DONCIEUX,,,FRA,,,,,,,
16,30,2,2:08.519,+1.750,+0.024,131.0,6,RACING SPIRIT OF LEMAN,F,,,MITJET 2L,,,,,,,,,,,,Karen,GAILLARD,,,CHE,,,,,,,
17,22,6,2:08.596,+1.827,+0.077,130.9,7,MV2S Racing,G,,,MITJET 2L,,,,,,,,,,,,Christophe,CRESP,,,FRA,,,,,,,
18,111,7,2:08.829,+2.060,+0.233,130.6,8,ARCTIC ENERGY,S,,,MITJET 2L,,,,,,,,,,,,Mikhail,MAKAROVSKII,,,LTU,,,,,,,
19,51,6,2:08.937,+2.168,+0.108,130.5,8,K-WORX,,,,MITJET 2L,,,,,,,,,,,,Thibaut,MOGICA,,,FRA,,,,,,,
20,38,6,2:08.977,+2.208,+0.040,130.5,8,SUNSET RACING,G,,,MITJET 2L,,,,,,,,,,,,Fabien,REDCENT,,,FRA,,,,,,,
21,59,6,2:09.013,+2.244,+0.036,130.5,7,MV2S RACING,J,,,MITJET 2L,,,,,,,,,,,,Marcel,LAUGIER,,,FRA,,,,,,,
