POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,17,5,2:06.914,-,-,132.6,8,ARCTIC ENERGY,,,,MITJET 2L,,,,,,,,,,,,Jankavicius,POVILAS/SALO,,,LTU,,,,,,,
2,783,5,2:07.579,+0.665,+0.665,131.9,9,K-WORX,J,,,MITJET 2L,,,,,,,,,,,,Florian,ROUSEAU-RICCI,,,FRA,,,,,,,
3,8,5,2:07.894,+0.980,+0.315,131.6,9,GT DRIVE,G,,,MITJET 2L,,,,,,,,,,,,Manu,DAMIANI,,,FRA,,,,,,,
4,27,6,2:07.923,+1.009,+0.029,131.6,9,K-WORX,J,,,MITJET 2L,,,,,,,,,,,,Younes,KARBID,,,FRA,,,,,,,
5,137,4,2:07.982,+1.068,+0.059,131.5,8,DS EVENT,,,,MITJET 2L,,,,,,,,,,,,Xavier,DAYRAUT,,,FRA,,,,,,,
6,78,5,2:08.058,+1.144,+0.076,131.4,8,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Edgar,MALOIGNE,,,FRA,,,,,,,
7,123,3,2:08.488,+1.574,+0.430,131.0,8,RACING SPIRIT OF LEMAN,,,,MITJET 2L,,,,,,,,,,,,Théo,CHALAL,,,FRA,,,,,,,
8,69,3,2:08.745,+1.831,+0.257,130.7,9,GT DRIVE,G,,,MITJET 2L,,,,,,,,,,,,Xavier,BOURLARD,,,BEL,,,,,,,
9,139,5,2:08.856,+1.942,+0.111,130.6,8,DS EVENT,,,,MITJET 2L,,,,,,,,,,,,Andréa,DELDOSSI,,,FRA,,,,,,,
10,6,7,2:08.921,+2.007,+0.065,130.5,9,FP RACING,,,,MITJET 2L,,,,,,,,,,,,Jonathan,SERRELI,,,FRA,,,,,,,
11,30,4,2:09.080,+2.166,+0.159,130.4,9,RACING SPIRIT OF LEMAN,F,,,MITJET 2L,,,,,,,,,,,,Karen,GAILLARD,,,CHE,,,,,,,
12,7,4,2:09.248,+2.334,+0.168,130.2,7,MITJET INTERNATIONNAL,G,,,MITJET 2L,,,,,,,,,,,,Louis,ROUSSET/PANIS,,,FRA,,,,,,,
13,59,7,2:09.318,+2.404,+0.070,130.1,9,MV2S RACING,J,,,MITJET 2L,,,,,,,,,,,,Tuteur,LAUGIER/GARCIA,,,FRA,,,,,,,
14,245,6,2:09.462,+2.548,+0.144,130.0,9,JBJ RACING,G,,,MITJET 2L,,,,,,,,,,,,Jesper Brunhoj,JENSEN,,,DNK,,,,,,,
15,76,3,2:09.536,+2.622,+0.074,129.9,7,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Marius,FOSSARD,,,FRA,,,,,,,
16,4,7,2:09.848,+2.934,+0.312,129.6,9,DS EVENT,,,,MITJET 2L,,,,,,,,,,,,Jules,DONCIEUX,,,FRA,,,,,,,
