POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,76,3,2:06.555,-,-,133.0,7,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Marius,FOSSARD,,,FRA,,,,,,,
2,783,5,2:06.690,+0.135,+0.135,132.8,7,K-WORX,J,,,MITJET 2L,,,,,,,,,,,,Florian,ROUSEAU-RICCI,,,FRA,,,,,,,
3,7,4,2:06.730,+0.175,+0.040,132.8,7,MITJET INTERNATIONNAL,,,,MITJET 2L,,,,,,,,,,,,Louis,ROUSSET,,,FRA,,,,,,,
4,84,5,2:06.814,+0.259,+0.084,132.7,7,K-WORX,,,,MITJET 2L,,,,,,,,,,,,Benoit,CASTAGNE,,,FRA,,,,,,,
5,99,5,2:07.085,+0.530,+0.271,132.4,6,MV2S RACING,J,,,MITJET 2L,,,,,,,,,,,,Matteo,SALOMONE,,,FRA,,,,,,,
6,81,5,2:07.119,+0.564,+0.034,132.4,7,DS EVENT,G,,,MITJET 2L,,,,,,,,,,,,Sebastien,LOIRET-FOURNIER,,,FRA,,,,,,,
7,137,3,2:07.144,+0.589,+0.025,132.4,5,DS EVENT,,,,MITJET 2L,,,,,,,,,,,,Xavier,DAYRAUT,,,FRA,,,,,,,
8,27,6,2:07.229,+0.674,+0.085,132.3,7,K-WORX,J,,,MITJET 2L,,,,,,,,,,,,Younes,KARBID,,,FRA,,,,,,,
9,75,7,2:07.303,+0.748,+0.074,132.2,7,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Sami,DHAHRI,,,FRA,,,,,,,
10,17,6,2:07.357,+0.802,+0.054,132.1,7,ARCTIC ENERGY,,,,MITJET 2L,,,,,,,,,,,,Povilas,JANAKAVICIUS,,,LTU,,,,,,,
