POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,2,10,1:52.441,-,-,149.7,10,ECURIE FRANCAISE,E,,,,,,,,,,,,,,,Romain,BOECKLER,,,FRA,,,,,,,
2,294,9,1:52.821,+0.380,+0.380,149.2,10,PEGASUS RACING,G,,,,,,,,,,,,,,,Jordan,MEYER,,,FRA,,,,,,,
3,66,6,1:53.192,+0.751,+0.371,148.7,10,AMGV,,,,,,,,,,,,,,,,Jonathan,DESSENS,,,FRA,,,,,,,
4,49,10,1:53.533,+1.092,+0.341,148.2,10,BELT RACING,,,,,,,,,,,,,,,,Naar,DEKEL,,,ISR,,,,,,,
5,24,7,1:53.751,+1.310,+0.218,148.0,10,HMC,,,,,,,,,,,,,,,,Xavier,FOUINEAU,,,FRA,,,,,,,
6,18,4,1:53.832,+1.391,+0.081,147.8,10,SCIABBARRASI COMPETITION,G,,,,,,,,,,,,,,,Marcel,SCIABBARRASI,,,FRA,,,,,,,
7,222,9,1:54.029,+1.588,+0.197,147.6,10,BELT RACING,E,,,,,,,,,,,,,,,Gregory,DE SYBOURG,,,CHE,,,,,,,
8,7,6,1:54.176,+1.735,+0.147,147.4,9,AMGV,,,,,,,,,,,,,,,,David,LITZISTORF,,,CHE,,,,,,,
9,27,9,1:54.275,+1.834,+0.099,147.3,11,HMC RACING,,,,,,,,,,,,,,,,Bouhet,JESSE,,,FRA,,,,,,,
10,35,8,1:55.407,+2.966,+1.132,145.8,9,YO,G,,,,,,,,,,,,,,,Yves,ORHANT,,,FRA,,,,,,,
11,26,9,1:55.477,+3.036,+0.070,145.7,10,HMC,G,,,,,,,,,,,,,,,Frank,LEFEVRE,,,FRA,,,,,,,
12,22,10,1:55.578,+3.137,+0.101,145.6,10,HMC,G,,,,,,,,,,,,,,,Christian,CAMBOULIVE,,,FRA,,,,,,,
13,29,8,1:55.853,+3.412,+0.275,145.3,10,HMC,,,,,,,,,,,,,,,,Axel,DOLHEM AXEL,,,FRA,,,,,,,
14,9,5,1:55.939,+3.498,+0.086,145.2,9,BELT RACING,G,,,,,,,,,,,,,,,Edouard,HERY,,,FRA,,,,,,,
15,23,8,1:56.470,+4.029,+0.531,144.5,10,HMC,G,,,,,,,,,,,,,,,Olivier,GAUCLERE,,,FRA,,,,,,,
16,277,7,1:56.599,+4.158,+0.129,144.3,8,DAFA RACING,,,,,,,,,,,,,,,,Nicolas,ROBIN,,,FRA,,,,,,,
17,111,3,1:56.957,+4.516,+0.358,143.9,8,ECURIE FRANCAISE,,,,,,,,,,,,,,,,Maxime,TOUSSAINT,,,FRA,,,,,,,
18,262,3,1:57.041,+4.600,+0.084,143.8,5,HMC,G,,,,,,,,,,,,,,,Remy,BROUARD,,,FRA,,,,,,,
19,64,7,1:57.043,+4.602,+0.002,143.8,10,AMGV,,,,,,,,,,,,,,,,Etienne,CHAMPETIER,,,FRA,,,,,,,
20,279,8,1:57.255,+4.814,+0.212,143.5,8,HMC,,,,,,,,,,,,,,,,Eric,SOARES,,,FRA,,,,,,,
21,21,9,1:57.517,+5.076,+0.262,143.2,10,HMC,,,,,,,,,,,,,,,,Bruno,FRETIN,,,FRA,,,,,,,
22,8,4,1:58.657,+6.216,+1.140,141.8,9,SCIABBARRASI COMPETITION,,,,,,,,,,,,,,,,Serge,MESROBIAN,,,FRA,,,,,,,
23,28,8,1:58.964,+6.523,+0.307,141.5,9,HMC,G,,,,,,,,,,,,,,,Jean Claude,ROLLAND,,,FRA,,,,,,,
24,83,8,1:59.983,+7.542,+1.019,140.3,10,AMGV,G,,,,,,,,,,,,,,,Dominique,ARNOUX,,,FRA,,,,,,,
25,249,5,2:04.560,+12.119,+4.577,135.1,9,KAIROS RACING,,,,,,,,,,,,,,,,Fabien,BORNANCIN,,,FRA,,,,,,,
26,290,0,,,,,0,HMC RACING,,,,,,,,,,,,,,,,Nicolas,STURM,,,FRA,,,,,,,
