POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,290,Classified,11,21:30.561,-,-,7,1:54.172,147.4,HMC RACING,,,,,,,,,,,,,,,,Nicolas,STURM,,,FRA,,,,,,,
2,23,Classified,11,21:40.090,+9.529,+9.529,7,1:54.837,146.6,HMC RACING,G,,,,,,,,,,,,,,,Olivier,GAUCLERE,,,FRA,,,,,,,
3,21,Classified,11,21:45.689,+15.128,+5.599,7,1:54.646,146.8,HMC RACING,,,,,,,,,,,,,,,,Bruno,FRETIN,,,FRA,,,,,,,
4,18,Classified,11,21:46.191,+15.630,+0.502,3,1:52.918,149.0,SCIABBARRASI COMPETITION,G,,,,,,,,,,,,,,,Marcel,SCIABBARRASI,,,FRA,,,,,,,
5,262,Classified,11,21:51.069,+20.508,+4.878,5,1:56.581,144.4,HMC RACING,G,,,,,,,,,,,,,,,Remy,BROUARD,,,FRA,,,,,,,
6,29,Classified,11,21:51.922,+21.361,+0.853,6,1:55.258,146.0,HMC RACING,,,,,,,,,,,,,,,,Axel,DOLHEM,,,FRA,,,,,,,
7,111,Classified,11,21:52.362,+21.801,+0.440,6,1:56.617,144.3,ECURIE FRANCAISE,E,,,,,,,,,,,,,,,Paul, FILLOT ,,,FRA,,,,,,,
8,294,Classified,11,21:52.581,+22.020,+0.219,8,1:56.500,144.5,PEGASUS RACING,G,,,,,,,,,,,,,,,Alain,MEYER,,,FRA,,,,,,,
9,83,Classified,11,21:55.810,+25.249,+3.229,6,1:57.063,143.8,AMGV,G,,,,,,,,,,,,,,,Dominique,ARNOUX,,,FRA,,,,,,,
10,7,Classified,11,21:56.141,+25.580,+0.331,7,1:52.767,149.2,AMGV,,,,,,,,,,,,,,,,David,LITZISTORF,,,CHE,,,,,,,
11,49,Classified,11,22:01.339,+30.778,+5.198,8,1:54.637,146.8,BELT RACING,,,,,,,,,,,,,,,,Dekel,NAAR,,,ISR,,,,,,,
12,222,Classified,11,22:11.149,+40.588,+9.810,11,1:54.109,147.5,BELT RACING,E,,,,,,,,,,,,,,,Gregory,DE SYBOURG,,,CHE,,,,,,,
13,9,Classified,11,22:38.284,+1:07.723,+27.135,10,1:54.736,146.7,BELT RACING,G,,,,,,,,,,,,,,,Edouard,HERY,,,FRA,,,,,,,
14,277,Classified,11,22:59.875,+1:29.314,+21.591,7,2:01.264,138.8,DAFA RACING,,,,,,,,,,,,,,,,Jean Christophe,ROBIN,,,FRA,,,,,,,
15,64,Classified,10,21:35.199,1 Lap,1 Lap,10,2:02.728,137.1,AMGV,,,,,,,,,,,,,,,,Etienne,CHAMPETIER,,,FRA,,,,,,,
16,24,Classified,10,21:39.856,1 Lap,+4.657,10,2:04.426,135.3,HMC RACING,,,,,,,,,,,,,,,,Xavier,FOUINEAU,,,FRA,,,,,,,
17,27,Classified,10,21:41.261,1 Lap,+1.405,10,2:05.317,134.3,HMC RACING,,,,,,,,,,,,,,,,Jesse,BOUHET,,,FRA,,,,,,,
18,28,Classified,10,21:45.302,1 Lap,+4.041,7,2:06.711,132.8,HMC RACING,G,,,,,,,,,,,,,,,Jean Claude,ROLLAND,,,FRA,,,,,,,
19,249,Classified,10,21:46.655,1 Lap,+1.353,7,2:05.528,134.1,KAIROS RACING,,,,,,,,,,,,,,,,Fabien,BORNANCIN,,,FRA,,,,,,,
20,22,Classified,10,22:01.146,1 Lap,+14.491,9,2:06.803,132.7,HMC RACING,G,,,,,,,,,,,,,,,Christian,CAMBOULIVE,,,FRA,,,,,,,
21,279,Classified,10,22:23.606,1 Lap,+22.460,6,2:09.988,129.5,HMC RACING,,,,,,,,,,,,,,,,Eric,SOARES,,,FRA,,,,,,,
22,26,Classified,10,22:35.491,1 Lap,+11.885,10,1:54.189,147.4,HMC RACING,G,,,,,,,,,,,,,,,Frank,LEFEVRE,,,FRA,,,,,,,
23,2,Classified,9,22:44.807,2 Laps,1 Lap,9,1:52.006,150.3,ECURIE FRANCAISE,E,,,,,,,,,,,,,,,Romain,BOECKLER,,,FRA,,,,,,,
24,8,Classified,7,14:00.971,4 Laps,2 Laps,6,1:56.520,144.4,SCIABBARRASI COMPETITION,,,,,,,,,,,,,,,,Serge,MESROBIAN,,,FRA,,,,,,,
25,66,Classified,0,,11 Laps,7 Laps,0,,,AMGV,,,,,,,,,,,,,,,,Jonathan,DESSENS,,,FRA,,,,,,,
,35,Not started,0,,,,0,,,YO,G,,,,,,,,,,,,,,,Yves,ORHANT,,,FRA,,,,,,,
