POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,84,12,2:06.754,-,-,132.8,14,K-WORX,,,,MITJET 2L,,,,,,,,,,,,Benoit,CASTAGNE,,,FRA,,,,,,,
2,123,11,2:07.183,+0.429,+0.429,132.3,13,RACING SPIRIT OF LEMAN,,,,MITJET 2L,,,,,,,,,,,,Théo,CHALAL,,,FRA,,,,,,,
3,79,10,2:07.266,+0.512,+0.083,132.2,13,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Romain,FAVRE,,,FRA,,,,,,,
4,783,7,2:07.435,+0.681,+0.169,132.1,14,K-WORX,J,,,MITJET 2L,,,,,,,,,,,,Florian,ROUSEAU-RICCI,,,FRA,,,,,,,
5,17,11,2:07.580,+0.826,+0.145,131.9,13,ARCTIC ENERGY,,,,MITJET 2L,,,,,,,,,,,,Jankavicius,POVILAS/SALO,,,LTU,,,,,,,
6,99,8,2:07.582,+0.828,+0.002,131.9,13,MV2S RACING,J,,,MITJET 2L,,,,,,,,,,,,Matteo,SALOMONE,,,FRA,,,,,,,
7,27,7,2:07.590,+0.836,+0.008,131.9,14,K-WORX,J,,,MITJET 2L,,,,,,,,,,,,Younes,KARBID,,,FRA,,,,,,,
8,245,11,2:08.063,+1.309,+0.473,131.4,14,JBJ RACING,G,,,MITJET 2L,,,,,,,,,,,,Jesper Brunhoj,JENSEN,,,DNK,,,,,,,
9,137,6,2:08.079,+1.325,+0.016,131.4,10,DS EVENT,,,,MITJET 2L,,,,,,,,,,,,Xavier,DAYRAUT,,,FRA,,,,,,,
10,23,11,2:08.169,+1.415,+0.090,131.3,11,GENERATION STUNT,G,,,MITJET 2L,,,,,,,,,,,,Jeremy,LOURENCO,,,FRA,,,,,,,
11,128,13,2:08.223,+1.469,+0.054,131.3,13,GT DRIVE,,,,MITJET 2L,,,,,,,,,,,,Benjamin,LAGIER/FRANCISCO,,,FRA,,,,,,,
12,59,13,2:08.376,+1.622,+0.153,131.1,13,MV2S RACING,J,,,MITJET 2L,,,,,,,,,,,,Tuteur,LAUGIER/GARCIA,,,FRA,,,,,,,
13,4,11,2:08.574,+1.820,+0.198,130.9,12,DS EVENT,,,,MITJET 2L,,,,,,,,,,,,Jules,DONCIEUX,,,FRA,,,,,,,
14,78,9,2:08.675,+1.921,+0.101,130.8,13,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Edgar,MALOIGNE,,,FRA,,,,,,,
15,76,12,2:08.686,+1.932,+0.011,130.8,12,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Marius,FOSSARD,,,FRA,,,,,,,
16,8,3,2:08.788,+2.034,+0.102,130.7,3,GT DRIVE,G,,,MITJET 2L,,,,,,,,,,,,Manu,DAMIANI,,,FRA,,,,,,,
17,30,13,2:09.085,+2.331,+0.297,130.4,13,RACING SPIRIT OF LEMAN,F,,,MITJET 2L,,,,,,,,,,,,Karen,GAILLARD,,,CHE,,,,,,,
18,7,13,2:09.134,+2.380,+0.049,130.3,13,MITJET INTERNATIONNAL,G,,,MITJET 2L,,,,,,,,,,,,Louis,ROUSSET/PANIS,,,FRA,,,,,,,
19,64,11,2:09.184,+2.430,+0.050,130.3,12,TLR,,,,MITJET 2L,,,,,,,,,,,,Thomas,LAISNE,,,FRA,,,,,,,
20,51,12,2:09.237,+2.483,+0.053,130.2,14,K-WORX,,,,MITJET 2L,,,,,,,,,,,,Thibaut,MOGICA,,,FRA,,,,,,,
21,22,8,2:09.244,+2.490,+0.007,130.2,13,MV2S Racing,G,,,MITJET 2L,,,,,,,,,,,,Christophe,CRESP,,,FRA,,,,,,,
22,6,13,2:09.321,+2.567,+0.077,130.1,14,FP RACING,,,,MITJET 2L,,,,,,,,,,,,Jonathan,SERRELI,,,FRA,,,,,,,
23,69,10,2:09.502,+2.748,+0.181,130.0,13,GT DRIVE,G,,,MITJET 2L,,,,,,,,,,,,Xavier,BOURLARD,,,BEL,,,,,,,
24,111,4,2:09.517,+2.763,+0.015,129.9,13,ARCTIC ENERGY,S,,,MITJET 2L,,,,,,,,,,,,Mikhail,MAKAROVSKII,,,,,,,,,,
25,72,11,2:09.953,+3.199,+0.436,129.5,13,DS EVENT,G,,,MITJET 2L,,,,,,,,,,,,Olivier,DESCHAMPS,,,FRA,,,,,,,
26,38,12,2:10.168,+3.414,+0.215,129.3,13,SUNSET RACING,G,,,MITJET 2L,,,,,,,,,,,,Fabien,REDCENT,,,FRA,,,,,,,
27,88,13,2:10.866,+4.112,+0.698,128.6,14,MV2S RACING,S,,,MITJET 2L,,,,,,,,,,,,Etienne,CATTEAU,,,,,,,,,,
28,75,2,2:11.315,+4.561,+0.449,128.2,13,VPS RACING,J,,,MITJET 2L,,,,,,,,,,,,Sami,DHAHRI,,,,,,,,,,
29,49,11,2:11.514,+4.760,+0.199,128.0,13,MV2S RACING,S,,,MITJET 2L,,,,,,,,,,,,Yvan,DUPUIS,,,FRA,,,,,,,
30,139,7,2:11.577,+4.823,+0.063,127.9,10,DS EVENT,,,,MITJET 2L,,,,,,,,,,,,Andréa,DELDOSSI,,,FRA,,,,,,,
31,81,4,2:18.939,+12.185,+7.362,121.1,12,DS EVENT,G,,,MITJET 2L,,,,,,,,,,,,Sebastien,LOIRET-FOURNIER,,,FRA,,,,,,,
32,77,11,2:20.318,+13.564,+1.379,119.9,12,VPS RACING,,,,MITJET 2L,,,,,,,,,,,,Jean-Paul,MINASSIAN/DILOUYA,,,FRA,,,,,,,
33,9,0,,,,,0,FP RACING,,,,MITJET 2L,,,,,,,,,,,,Fabien,PERDU/AYLIES,,,FRA,,,,,,,
