POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,24,5,1:51.357,-,-,151.1,7,HMC RACING,,,,,,,,,,,,,,,,Xavier,FOUINEAU,,,FRA,,,,,,,
2,2,6,1:51.873,+0.516,+0.516,150.4,10,ECURIE FRANCAISE,E,,,,,,,,,,,,,,,Romain,BOECKLER,,,FRA,,,,,,,
3,27,10,1:52.150,+0.793,+0.277,150.1,10,HMC RACING,,,,,,,,,,,,,,,,Bouhet,JESSE,,,FRA,,,,,,,
4,66,3,1:52.843,+1.486,+0.693,149.1,10,AMGV,,,,,,,,,,,,,,,,Jonathan,DESSENS,,,FRA,,,,,,,
5,18,6,1:52.854,+1.497,+0.011,149.1,10,SCIABBARRASI COMPETITION,G,,,,,,,,,,,,,,,Marcel,SCIABBARRASI,,,FRA,,,,,,,
6,26,11,1:52.868,+1.511,+0.014,149.1,11,HMC RACING,G,,,,,,,,,,,,,,,Frank,LEFEVRE,,,FRA,,,,,,,
7,294,9,1:52.871,+1.514,+0.003,149.1,11,PEGASUS RACING,,,,,,,,,,,,,,,,Jordan,MEYER,,,FRA,,,,,,,
8,9,10,1:53.016,+1.659,+0.145,148.9,11,BELT RACING,G,,,,,,,,,,,,,,,Edouard,HERY,,,FRA,,,,,,,
9,22,6,1:53.139,+1.782,+0.123,148.8,10,HMC RACING,G,,,,,,,,,,,,,,,Christian,CAMBOULIVE,,,FRA,,,,,,,
10,7,5,1:53.223,+1.866,+0.084,148.6,10,AMGV,,,,,,,,,,,,,,,,David,LITZISTORF,,,CHE,,,,,,,
11,29,6,1:53.295,+1.938,+0.072,148.6,9,HMC RACING,,,,,,,,,,,,,,,,Axel,DOLHEM,,,FRA,,,,,,,
12,222,10,1:53.490,+2.133,+0.195,148.3,10,BELT RACING,E,,,,,,,,,,,,,,,Gregory,DE SYBOURG,,,CHE,,,,,,,
13,277,9,1:53.514,+2.157,+0.024,148.3,10,DAFA RACING,,,,,,,,,,,,,,,,Nicolas,ROBIN,,,FRA,,,,,,,
14,290,10,1:54.037,+2.680,+0.523,147.6,10,HMC RACING,,,,,,,,,,,,,,,,Nicolas,STURM,,,FRA,,,,,,,
15,262,9,1:54.179,+2.822,+0.142,147.4,9,HMC RACING,G,,,,,,,,,,,,,,,Remy,BROUARD,,,FRA,,,,,,,
16,49,4,1:54.198,+2.841,+0.019,147.4,5,BELT RACING,,,,,,,,,,,,,,,,Dekel,NAAR,,,ISR,,,,,,,
17,64,11,1:54.226,+2.869,+0.028,147.3,11,AMGV,,,,,,,,,,,,,,,,Etienne,CHAMPETIER,,,FRA,,,,,,,
18,279,6,1:54.390,+3.033,+0.164,147.1,10,HMC RACING,,,,,,,,,,,,,,,,Eric,SOARES,,,FRA,,,,,,,
19,21,10,1:54.783,+3.426,+0.393,146.6,10,HMC RACING,,,,,,,,,,,,,,,,Bruno,FRETIN,,,FRA,,,,,,,
20,23,6,1:54.926,+3.569,+0.143,146.4,10,HMC RACING,G,,,,,,,,,,,,,,,Olivier,GAUCLERE,,,FRA,,,,,,,
21,28,6,1:55.252,+3.895,+0.326,146.0,9,HMC RACING,G,,,,,,,,,,,,,,,Jean Claude,ROLLAND,,,FRA,,,,,,,
22,35,7,1:56.412,+5.055,+1.160,144.6,10,YO,G,,,,,,,,,,,,,,,Yves,ORHANT,,,FRA,,,,,,,
23,111,2,1:56.928,+5.571,+0.516,143.9,7,ECURIE FRANCAISE,,,,,,,,,,,,,,,,Maxime,TOUSSAINT,,,FRA,,,,,,,
24,8,7,1:57.251,+5.894,+0.323,143.5,9,SCIABBARRASI COMPETITION,,,,,,,,,,,,,,,,Serge,MESROBIAN,,,FRA,,,,,,,
25,83,4,1:59.255,+7.898,+2.004,141.1,10,AMGV,G,,,,,,,,,,,,,,,Dominique,ARNOUX,,,FRA,,,,,,,
26,249,9,2:02.581,+11.224,+3.326,137.3,9,KAIROS RACING,,,,,,,,,,,,,,,,Fabien,BORNANCIN,,,FRA,,,,,,,
