POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,1,4,2:05.000,-,-,141.4,7,RANGONI,ESP,CCS,,,,,,,,,,,,,,Gabriele,TORELLI,,,ITA,,,,,,,
2,16,5,2:05.313,+0.313,+0.313,141.0,5,MC MOTORTECNICA,ITA,,ITA-CHA,,,,,,,,,,,,,Giacomo,TREBBI,,,ITA,,,,,,,
3,13,5,2:05.379,+0.379,+0.066,141.0,6,GPA RACING,ITA,CCS,CCS-CHA/ITA-CHA,,,,,,,,,,,,,Alex,LANCELLOTTI,,,ITA,,,,,,,
4,84,4,2:05.446,+0.446,+0.067,140.9,7,RANGONI,ITA,CCS,CCS-CHA/ITA-CHA,,,,,,,,,,,,,Mattia,LANCELLOTTI,,,ITA,,,,,,,
5,48,4,2:05.461,+0.461,+0.015,140.9,6,MILAN COMPETITION,ESP,CCS,,,,,,,,,,,,,,Nicolas,MILAN,,,FRA,,,,,,,
6,777,4,2:05.473,+0.473,+0.012,140.8,7,ESSE CORSE,ITA,,ITA-GEN,,,,,,,,,,,,,Cristian,RICCIARINI,,,ITA,,,,,,,
7,15,5,2:05.477,+0.477,+0.004,140.8,8,GPA RACING,,CCS,,,,,,,,,,,,,,David,POUGET,,,FRA,,,,,,,
8,5,4,2:05.581,+0.581,+0.104,140.7,6,RANGONI,,CCS,,,,,,,,,,,,,,Anthony,JURADO,,,FRA,,,,,,,
9,10,4,2:05.666,+0.666,+0.085,140.6,7,AST COMPETITION,,CCS,CCS-JUN,,,,,,,,,,,,,Mauro,POLDERMAN,,,NDL,,,,,,,
10,127,4,2:05.667,+0.667,+0.001,140.6,7,MILAN COMPETITION,ITA,CCS,,,,,,,,,,,,,,Gael,CASTELLI,,,FRA,,,,,,,
