POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,1,Classified,12,27:24.557,-,-,11,2:05.986,140.3,RANGONI,ESP,CCS,,,,,,,,,,,,,,Gabriele,TORELLI,,,ITA,,,,,,,
2,13,Classified,12,27:25.660,+1.103,+1.103,11,2:05.486,140.8,GPA RACING,ITA,CCS,CCS-CHA/ITA-CHA,,,,,,,,,,,,,Alex,LANCELLOTTI,,,ITA,,,,,,,
3,48,Classified,12,27:27.030,+2.473,+1.370,11,2:05.894,140.4,MILAN COMPETITION,ESP,CCS,,,,,,,,,,,,,,Nicolas,MILAN,,,FRA,,,,,,,
4,16,Classified,12,27:27.731,+3.174,+0.701,11,2:05.948,140.3,MC MOTORTECNICA,ITA,,ITA-CHA,,,,,,,,,,,,,Giacomo,TREBBI,,,ITA,,,,,,,
5,15,Classified,12,27:28.436,+3.879,+0.705,3,2:05.632,140.7,GPA RACING,,CCS,,,,,,,,,,,,,,David,POUGET,,,FRA,,,,,,,
6,777,Classified,12,27:28.923,+4.366,+0.487,3,2:05.790,140.5,ESSE CORSE,ITA,,ITA-GEN,,,,,,,,,,,,,Cristian,RICCIARINI,,,ITA,,,,,,,
7,5,Classified,12,27:30.023,+5.466,+1.100,3,2:05.871,140.4,RANGONI,,CCS,,,,,,,,,,,,,,Anthony,JURADO,,,FRA,,,,,,,
8,10,Classified,12,27:30.176,+5.619,+0.153,6,2:05.799,140.5,AST COMPETITION,,CCS,CCS-JUN,,,,,,,,,,,,,Mauro,POLDERMAN,,,NDL,,,,,,,
9,39,Classified,12,27:31.518,+6.961,+1.342,4,2:06.431,139.8,GM SPORT,,CCS,CCS-CHA,,,,,,,,,,,,,Jaroslav,HONZIK,,,CZE,,,,,,,
10,227,Classified,12,27:31.900,+7.343,+0.382,6,2:06.105,140.1,RANGONI,ITA,,ITA-JUN,,,,,,,,,,,,,Stefani,RONNIE,,,ITA,,,,,,,
11,43,Classified,12,27:32.172,+7.615,+0.272,3,2:05.753,140.5,RANGONI,ITA,CCS,CCS-JUN/ITA-JUN,,,,,,,,,,,,,Damiano,PUCCETTI,,,ITA,,,,,,,
12,35,Classified,12,27:32.997,+8.440,+0.825,7,2:06.152,140.1,POWER RACING,,CCS,CCS-JUN,,,,,,,,,,,,,Thomas,COMPAIN,,,FRA,,,,,,,
13,55,Classified,12,27:37.182,+12.625,+4.185,6,2:06.168,140.1,WESTBOURNE MOTORSPORT,,CCS,CCS-CHA,,,,,,,,,,,,,Ben,COLBURN,,,GBR,,,,,,,
14,69,Classified,12,27:37.310,+12.753,+0.128,7,2:06.516,139.7,MILAN COMPETITION,,CCS,CCS-CHA,,,,,,,,,,,,,Filip,KUNCER,,,MNE,,,,,,,
15,93,Classified,12,27:37.473,+12.916,+0.163,5,2:07.065,139.1,MILAN COMPETITION,,CCS,CCS-JUN,,,,,,,,,,,,,Nicolas,MILAN ARIAS,,,FRA,,,,,,,
