POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,1,7,2:06.555,-,-,139.6,12,RANGONI,ESP,CCS,,,,,,,,,,,,,,Gabriele,TORELLI,,,ITA,,,,,,,
2,15,7,2:06.636,+0.081,+0.081,139.6,13,GPA RACING,,CCS,,,,,,,,,,,,,,David,POUGET,,,FRA,,,,,,,
3,84,10,2:06.680,+0.125,+0.044,139.5,12,RANGONI,ITA,CCS,CCS-CHA/ITA-CHA,,,,,,,,,,,,,Mattia,LANCELLOTTI,,,ITA,,,,,,,
4,777,8,2:06.704,+0.149,+0.024,139.5,12,ESSE CORSE,ITA,,ITA-GEN,,,,,,,,,,,,,Cristian,RICCIARINI,,,ITA,,,,,,,
5,48,11,2:07.025,+0.470,+0.321,139.1,13,MILAN COMPETITION,ESP,CCS,,,,,,,,,,,,,,Nicolas,MILAN,,,FRA,,,,,,,
6,13,5,2:07.057,+0.502,+0.032,139.1,13,GPA RACING,ITA,CCS,CCS-CHA/ITA-CHA,,,,,,,,,,,,,Alex,LANCELLOTTI,,,ITA,,,,,,,
7,227,8,2:07.065,+0.510,+0.008,139.1,8,RANGONI,,CCS,CCS-JUN,,,,,,,,,,,,,Stefani,RONNIE,,,ITA,,,,,,,
8,69,8,2:07.418,+0.863,+0.353,138.7,12,MILAN COMPETITION,,CCS,CCS-CHA,,,,,,,,,,,,,Filip,KUNCER,,,MNE,,,,,,,
9,43,6,2:07.440,+0.885,+0.022,138.7,12,RANGONI,ITA,CCS,CCS-JUN/ITA-JUN,,,,,,,,,,,,,Damiano,PUCCETTI,,,ITA,,,,,,,
10,16,11,2:07.499,+0.944,+0.059,138.6,12,MC MOTORTECNICA,ITA,,ITA-CHA,,,,,,,,,,,,,Giacomo,TREBBI,,,ITA,,,,,,,
11,39,12,2:07.540,+0.985,+0.041,138.6,14,GM SPORT,,CCS,CCS-CHA,,,,,,,,,,,,,Jaroslav,HONZIK,,,CZE,,,,,,,
12,9,9,2:07.671,+1.116,+0.131,138.4,12,STUCKI MOTORSPORT,,CCS,CCS-CHA,,,,,,,,,,,,,Andreas,STUCKI,,,CHE,,,,,,,
13,11,12,2:07.706,+1.151,+0.035,138.4,12,RANGONI,,CCS,CCS-JUN,,,,,,,,,,,,,Nikola,TOSIC,,,SRB,,,,,,,
14,5,6,2:07.873,+1.318,+0.167,138.2,9,RANGONI,,CCS,,,,,,,,,,,,,,Anthony,JURADO,,,FRA,,,,,,,
15,55,9,2:07.928,+1.373,+0.055,138.1,13,WESTBOURNE MOTORSPORT,,CCS,CCS-CHA,,,,,,,,,,,,,Ben,COLBURN,,,GBR,,,,,,,
16,99,13,2:07.930,+1.375,+0.002,138.1,13,GM SPORT,,CCS,CCS-CHA,,,,,,,,,,,,,Guillaume,MAIO,,,FRA,,,,,,,
17,35,10,2:07.937,+1.382,+0.007,138.1,11,POWER RACING,,CCS,CCS-JUN,,,,,,,,,,,,,Thomas,COMPAIN,,,FRA,,,,,,,
18,127,5,2:08.065,+1.510,+0.128,138.0,12,MILAN COMPETITION,ITA,CCS,,,,,,,,,,,,,,Gael,CASTELLI,,,FRA,,,,,,,
19,21,6,2:08.166,+1.611,+0.101,137.9,13,AST COMPETITION,ITA,CCS,CCS-GEN/ITA-GEN,,,,,,,,,,,,,Stephan,POLDERMAN,,,NDL,,,,,,,
20,93,12,2:08.276,+1.721,+0.110,137.8,13,MILAN COMPETITION,,CCS,CCS-JUN,,,,,,,,,,,,,Nicolas,MILAN ARIAS,,,FRA,,,,,,,
21,38,7,2:08.332,+1.777,+0.056,137.7,12,ESSE CORSE,ITA,,ITA-CHA,,,,,,,,,,,,,Sandro,CUTTINI,,,ITA,,,,,,,
22,88,13,2:08.392,+1.837,+0.060,137.6,13,GM SPORT,ESP,CCS,CCS-CHA/ESP-CHA,,,,,,,,,,,,,Loic,LABEDA,,,FRA,,,,,,,
23,2,13,2:08.480,+1.925,+0.088,137.5,13,SEVENHILLS,ITA,,ITA-GEN,,,,,,,,,,,,,Eric,BORSANI,,,ARG,,,,,,,
24,210,13,2:08.672,+2.117,+0.192,137.3,13,AST COMPETITION,ITA,CCS,CCS-JUN/ITA-JUN,,,,,,,,,,,,,Vladimir,LOBACHEV,,,,,,,,,,
25,82,11,2:08.817,+2.262,+0.145,137.2,12,MC MOTORTECNICA,ITA,CCS,CCS-CHA/ITA-CHA,,,,,,,,,,,,,Pierluigi,STURLA,,,ITA,,,,,,,
26,24,7,2:08.844,+2.289,+0.027,137.2,13,SEVENHILLS,ITA,,ITA-JUN,,,,,,,,,,,,,Adam,SASCHA,,,ITA,,,,,,,
27,22,10,2:09.010,+2.455,+0.166,137.0,13,WESTBOURNE MOTORSPORT,,CCS,CCS-JUN,,,,,,,,,,,,,Daire,FLOCK,,,IRL,,,,,,,
28,3,13,2:09.024,+2.469,+0.014,137.0,13,STUCKI MOTORSPORT,,CCS,CCS-CHA,,,,,,,,,,,,,Daniel,NYFFELER,,,CHE,,,,,,,
29,53,5,2:09.116,+2.561,+0.092,136.9,13,MC MOTORTECNICA,ITA,CCS,CCS-GEN/ITA-GEN,,,,,,,,,,,,,,NAVAJO,,,ITA,,,,,,,
