POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,34,8,1:45.511,-,-,167.5,8,SUD MOTORSPORT,FX1,F3B,,Dallara F310,,,,,,,,,,,,Giuseppe,MARINARO,,,ITA,,,,,,,
2,85,8,1:50.215,+4.704,+4.704,160.3,9,SUD MOTORSPORT,FX1,F3B,,Dallara F308,,,,,,,,,,,,Daniele,SIANO,,,ITA,,,,,,,
3,69,9,1:50.261,+4.750,+0.046,160.3,9,-,T014,PRO,,Tatuus T014,,,,,,,,,,,,Salvatore,LIOTTI,,,ITA,,,,,,,
4,15,9,1:50.538,+5.027,+0.277,159.9,9,TECHNORACE SRL,T014,PRO,,Tatuus T014,,,,,,,,,,,,Riccardo,ORLANDO,,,ITA,,,,,,,
5,18,9,1:51.503,+5.992,+0.965,158.5,9,DEXTERS MOTORSPORT,T014,Silver,,Tatuus T014,,,,,,,,,,,,Andrea,D'AMICO,,,ITA,,,,,,,
6,44,9,1:51.674,+6.163,+0.171,158.2,9,DRUE SPEED BY FACONDINI,T014,Silver,,Tatuus T014,,,,,,,,,,,,Francesco,CUNSOLO,,,SMR,,,,,,,
7,97,9,1:51.788,+6.277,+0.114,158.1,9,FG RACING,T014,Silver,,Tatuus T014,,,,,,,,,,,,Andrea,DELL'EDERA,,,ITA,,,,,,,
8,7,6,1:51.939,+6.428,+0.151,157.9,9,DRUE SPEED BY FACONDINI,T014,Silver,,Tatuus T014,,,,,,,,,,,,Cristian,TONALINI,,,ITA,,,,,,,
9,78,8,1:52.106,+6.595,+0.167,157.6,9,HARP RACING,T014,PRO,,Tatuus T014,,,,,,,,,,,,Ferdinando,FERRANTE,,,ITA,,,,,,,
10,30,7,1:52.250,+6.739,+0.144,157.4,9,ALPHA TEAM RACING,FX1 Elite,F. Regional,,Tatuus F. Regional,,,,,,,,,,,,Masci,ANDREA,,,ITA,,,,,,,
11,24,8,1:52.797,+7.286,+0.547,156.7,10,GRASSANORACING,T014,PRO,,Tatuus T014,,,,,,,,,,,,Andrea,GRASSANO,,,ITA,,,,,,,
12,29,8,1:52.840,+7.329,+0.043,156.6,9,DERVA CORSE,T014,Silver / Over,,Tatuus T014,,,,,,,,,,,,Cosimo Damiano,ANTONIELLO,,,ITA,,,,,,,
13,13,8,1:53.256,+7.745,+0.416,156.0,9,DEXTERS MOTORSPORT,T014,Silver,,Tatuus T014,,,,,,,,,,,,Nicolò,COLUSSI,,,ITA,,,,,,,
14,2,9,1:53.436,+7.925,+0.180,155.8,9,RED RACE,T014,Silver / Over,,Tatuus T014,,,,,,,,,,,,Claudio,TEMPESTI,,,ITA,,,,,,,
15,16,6,1:53.583,+8.072,+0.147,155.6,8,SCUDERIA BUELL,T014,PRO,,Tatuus T014,,,,,,,,,,,,Augusto,PASCHETTA,,,USA,,,,,,,
16,88,9,1:53.789,+8.278,+0.206,155.3,9,TC RACING,T014,Silver,,Tatuus T014,,,,,,,,,,,,Andrea,GALLUZZI / TARANI,,,ITA,,,,,,,
17,19,6,1:53.839,+8.328,+0.050,155.2,8,G MOTORSPORT,FX2,F.Renault,,Renault,,,,,,,,,,,,Vito,DI BELLO,,,ITA,,,,,,,
18,10,9,1:54.405,+8.894,+0.566,154.5,9,DEXTERS MOTORSPORT,T014,Silver / Over,,Tatuus T014,,,,,,,,,,,,Roberto,RIZZO,,,ITA,,,,,,,
19,68,5,1:54.488,+8.977,+0.083,154.4,7,GRASSANORACING,T014,PRO,,Tatuus T014,,,,,,,,,,,,Rodolfo,CAMBIASO,,,ITA,,,,,,,
20,6,9,1:54.568,+9.057,+0.080,154.3,9,DEXTERS MOTORSPORT,T014,Silver,,Tatuus T014,,,,,,,,,,,,Luca,CASARIN,,,ITA,,,,,,,
21,66,7,1:55.588,+10.077,+1.020,152.9,9,CDM-RS,T014,Silver / Over,,Tatuus T014,,,,,,,,,,,,Franco,FELISA,,,ITA,,,,,,,
22,64,8,1:58.517,+13.006,+2.929,149.1,8,FG RACING,T014,Silver,,Tatuus T014,,,,,,,,,,,,Giulio,LUCI,,,ITA,,,,,,,
23,333,7,2:03.426,+17.915,+4.909,143.2,7,HARP RACING,T014,Silver / Over,,Tatuus T014,,,,,,,,,,,,Luca,UNGARO,,,ITA,,,,,,,
24,65,8,2:03.609,+18.098,+0.183,143.0,8,FG RACING,T014,Silver,,Tatuus T014,,,,,,,,,,,,Giovannialberto,LUCI,,,ITA,,,,,,,
