POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,86,Classified,8,20:09.654,-,-,7,2:03.036,143.6,DC RACING,,,,MITJET 2L,,,,,,,,,,,,Jody,LAMBRUGHI,,,ITA,,,,,,,
2,101,Classified,8,20:09.743,+0.089,+0.089,7,2:02.533,144.2,GTDRIVE RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,Romain,DAMIANI,,,FRA,,,,,,,
3,27,Classified,8,20:10.150,+0.496,+0.407,8,2:03.250,143.4,AV RACING,,,,MITJET 2L,,,,,,,,,,,,Arnaud,MALIZIA,,,FRA,,,,,,,
4,21,Classified,8,20:13.796,+4.142,+3.646,7,2:03.410,143.2,COSTA OVEST,,,,MITJET 2L,,,,,,,,,,,,Gianpaolo,ORLANDI,,,ITA,,,,,,,
5,133,Classified,8,20:14.279,+4.625,+0.483,7,2:03.645,142.9,FARO RACING,,,,MITJET 2L,,,,,,,,,,,,Alessandro,BRIGATTI,,,ITA,,,,,,,
6,1,Classified,8,20:14.464,+4.810,+0.185,7,2:03.726,142.8,NOT ONLY MOTORSPORT,J,J,,MITJET 2L,,,,,,,,,,,,Filippo,TORNAGHI,,,ITA,,,,,,,
7,64,Classified,8,20:15.676,+6.022,+1.212,7,2:03.742,142.8,MV2S,G,G,,MITJET 2L,,,,,,,,,,,,Thomas,LAISNE,,,FRA,,,,,,,
8,22,Classified,8,20:20.479,+10.825,+4.803,6,2:05.449,140.9,GRT MOTORSPORT,S,S,,MITJET 2L,,,,,,,,,,,,Giampiero,PAPARUSSO,,,ITA,,,,,,,
9,115,Classified,8,20:20.850,+11.196,+0.371,7,2:03.514,143.1,DC RACING,,,,MITJET 2L,,,,,,,,,,,,Alessandro,FERLONI,,,ITA,,,,,,,
10,16,Classified,8,20:22.439,+12.785,+1.589,7,2:04.206,142.3,GTDRIVE RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,Lorenzo,GATTI,,,FRA,,,,,,,
11,41,Classified,8,20:24.600,+14.946,+2.161,6,2:06.500,139.7,FARO RACING,,,,MITJET 2L,,,,,,,,,,,,Andrea,BAIGUERA,,,ITA,,,,,,,
12,128,Classified,8,20:25.667,+16.013,+1.067,7,2:04.534,141.9,GTDRIVE RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,Sebastien,GINEYS,,,FRA,,,,,,,
13,245,Classified,8,20:25.785,+16.131,+0.118,8,2:04.232,142.3,JBJ RACING,G,G,,MITJET 2L,,,,,,,,,,,,Jesper,JENSEN,,,DEN,,,,,,,
14,34,Classified,8,20:28.083,+18.429,+2.298,8,2:06.152,140.1,ITALCAR,,,,MITJET 2L,,,,,,,,,,,,Simone,FORNASARI,,,ITA,,,,,,,
15,11,Classified,8,20:29.578,+19.924,+1.495,7,2:05.690,140.6,GTDRIVE  RACING TEAM,G,G,,MITJET 2L,,,,,,,,,,,,Jean-Marc,BOURGINEAU,,,FRA,,,,,,,
16,99,Classified,8,20:31.596,+21.942,+2.018,8,2:06.690,139.5,MV2S,G,G,,MITJET 2L,,,,,,,,,,,,Bastien,OSTIAN,,,FRA,,,,,,,
17,19,Classified,8,20:32.076,+22.422,+0.480,7,2:05.447,140.9,GRT MOTORSPORT,G,G,,MITJET 2L,,,,,,,,,,,,Danilo,MEDICI,,,ITA,,,,,,,
18,80,Classified,8,20:33.036,+23.382,+0.960,8,2:06.038,140.2,GRT MOTORSPORT,J,J,,MITJET 2L,,,,,,,,,,,,Luigi,FERRARI,,,ITA,,,,,,,
19,2,Classified,8,20:48.996,+39.342,+15.960,8,2:07.505,138.6,BD RACING,S,S,,MITJET 2L,,,,,,,,,,,,Corrado,COSTA,,,ITA,,,,,,,
,59,Not classified,6,16:17.333,,,2,2:08.631,137.4,COSTA OVEST,J,J,,MITJET 2L,,,,,,,,,,,,Luigi,COZZOLINO,,,ITA,,,,,,,
,18,Not classified,3,6:28.706,,,3,2:04.834,141.6,GRT MOTORSPORT,G,G,,MITJET 2L,,,,,,,,,,,,Davide,GAGGIANESI,,,ITA,,,,,,,
,5,Not classified,2,4:27.346,,,2,2:09.788,136.2,BD RACING,J,J,,MITJET 2L,,,,,,,,,,,,Gherardo,SCARABEL,,,ITA,,,,,,,
,25,Not classified,0,,,,0,,,WOLFHOUND,J,J,,MITJET 2L,,,,,,,,,,,,Alberto,ANTONUCCI,,,ITA,,,,,,,
,20,Not classified,0,,,,0,,,NOT ONLY MOTORSPORT,J,J,,MITJET 2L,,,,,,,,,,,,Maia,MENEGHIN,,,ITA,,,,,,,
