POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,777,5,2:06.237,-,-,140.0,10,ESSE CORSE,ITA,,ITA-GEN,,,,,,,,,,,,,Cristian,RICCIARINI,,,ITA,,,,,,,
2,15,6,2:06.287,+0.050,+0.050,139.9,11,GPA RACING,,CCS,,,,,,,,,,,,,,David,POUGET,,,FRA,,,,,,,
3,1,5,2:06.297,+0.060,+0.010,139.9,6,RANGONI,ESP,CCS,,,,,,,,,,,,,,Gabriele,TORELLI,,,ITA,,,,,,,
4,13,6,2:06.438,+0.201,+0.141,139.8,11,GPA RACING,ITA,CCS,CCS-CHA/ITA-CHA,,,,,,,,,,,,,Alex,LANCELLOTTI,,,ITA,,,,,,,
5,84,6,2:06.564,+0.327,+0.126,139.6,10,RANGONI,ITA,CCS,CCS-CHA/ITA-CHA,,,,,,,,,,,,,Mattia,LANCELLOTTI,,,ITA,,,,,,,
6,11,5,2:06.730,+0.493,+0.166,139.4,10,RANGONI,,CCS,CCS-JUN,,,,,,,,,,,,,Nikola,TOSIC,,,SRB,,,,,,,
7,16,4,2:06.733,+0.496,+0.003,139.4,10,MC MOTORTECNICA,ITA,,ITA-CHA,,,,,,,,,,,,,Giacomo,TREBBI,,,ITA,,,,,,,
8,227,5,2:06.788,+0.551,+0.055,139.4,9,RANGONI,,CCS,CCS-JUN,,,,,,,,,,,,,Stefani,RONNIE,,,ITA,,,,,,,
9,43,9,2:06.819,+0.582,+0.031,139.4,9,RANGONI,ITA,CCS,CCS-JUN/ITA-JUN,,,,,,,,,,,,,Damiano,PUCCETTI,,,ITA,,,,,,,
10,5,5,2:06.842,+0.605,+0.023,139.3,10,RANGONI,,CCS,,,,,,,,,,,,,,Anthony,JURADO,,,FRA,,,,,,,
11,48,5,2:07.015,+0.778,+0.173,139.1,11,MILAN COMPETITION,ESP,CCS,,,,,,,,,,,,,,Nicolas,MILAN,,,FRA,,,,,,,
12,127,9,2:07.054,+0.817,+0.039,139.1,11,MILAN COMPETITION,ITA,CCS,,,,,,,,,,,,,,Gael,CASTELLI,,,FRA,,,,,,,
13,103,9,2:07.111,+0.874,+0.057,139.0,10,RANGONI,ESP,CCS,CCS-JUN/ESP-JUN,,,,,,,,,,,,,Stefan,STOJKOV,,,SRB,,,,,,,
14,35,9,2:07.376,+1.139,+0.265,138.7,10,POWER RACING,,CCS,CCS-JUN,,,,,,,,,,,,,Thomas,COMPAIN,,,FRA,,,,,,,
15,10,6,2:07.427,+1.190,+0.051,138.7,11,AST COMPETITION,,CCS,CCS-JUN,,,,,,,,,,,,,Mauro,POLDERMAN,,,NDL,,,,,,,
16,210,9,2:07.502,+1.265,+0.075,138.6,11,AST COMPETITION,ITA,CCS,CCS-JUN/ITA-JUN,,,,,,,,,,,,,Vladimir,LOBACHEV,,,,,,,,,,
17,55,3,2:07.551,+1.314,+0.049,138.6,10,WESTBOURNE MOTORSPORT,,CCS,CCS-CHA,,,,,,,,,,,,,Ben,COLBURN,,,GBR,,,,,,,
18,69,10,2:07.568,+1.331,+0.017,138.5,10,MILAN COMPETITION,,CCS,CCS-CHA,,,,,,,,,,,,,Filip,KUNCER,,,MNE,,,,,,,
19,9,4,2:07.598,+1.361,+0.030,138.5,11,STUCKI MOTORSPORT,,CCS,CCS-CHA,,,,,,,,,,,,,Andreas,STUCKI,,,CHE,,,,,,,
20,88,10,2:07.822,+1.585,+0.224,138.3,11,GM SPORT,ESP,CCS,CCS-CHA/ESP-CHA,,,,,,,,,,,,,Loic,LABEDA,,,FRA,,,,,,,
21,99,5,2:07.826,+1.589,+0.004,138.3,11,GM SPORT,,CCS,CCS-CHA,,,,,,,,,,,,,Guillaume,MAIO,,,FRA,,,,,,,
22,39,6,2:07.882,+1.645,+0.056,138.2,11,GM SPORT,,CCS,CCS-CHA,,,,,,,,,,,,,Jaroslav,HONZIK,,,CZE,,,,,,,
23,38,6,2:07.929,+1.692,+0.047,138.1,11,ESSE CORSE,ITA,,ITA-CHA,,,,,,,,,,,,,Sandro,CUTTINI,,,ITA,,,,,,,
24,3,9,2:08.142,+1.905,+0.213,137.9,11,STUCKI MOTORSPORT,,CCS,CCS-CHA,,,,,,,,,,,,,Daniel,NYFFELER,,,CHE,,,,,,,
25,199,6,2:08.148,+1.911,+0.006,137.9,10,LDR PERFORMANCE TUNING,ITA,CCS,CCS-JUN/ITA-JUN,,,,,,,,,,,,,Ben,JENKINS,,,GBR,,,,,,,
26,2,4,2:08.170,+1.933,+0.022,137.9,10,SEVENHILLS,ITA,,ITA-GEN,,,,,,,,,,,,,Eric,BORSANI,,,ARG,,,,,,,
27,82,9,2:08.480,+2.243,+0.310,137.5,10,MC MOTORTECNICA,ITA,CCS,CCS-CHA/ITA-CHA,,,,,,,,,,,,,Pierluigi,STURLA,,,ITA,,,,,,,
28,66,6,2:08.526,+2.289,+0.046,137.5,11,UNIQ RACING,ITA,,ITA-CHA,,,,,,,,,,,,,Youssef,GABER,,,EGY,,,,,,,
29,24,9,2:08.676,+2.439,+0.150,137.3,11,SEVENHILLS,ITA,,ITA-JUN,,,,,,,,,,,,,Adam,SASCHA,,,ITA,,,,,,,
30,53,5,2:08.682,+2.445,+0.006,137.3,10,MC MOTORTECNICA,ITA,CCS,CCS-GEN/ITA-GEN,,,,,,,,,,,,,,NAVAJO,,,ITA,,,,,,,
31,93,8,2:08.933,+2.696,+0.251,137.1,11,MILAN COMPETITION,,CCS,CCS-JUN,,,,,,,,,,,,,Nicolas,MILAN ARIAS,,,FRA,,,,,,,
32,21,5,2:09.037,+2.800,+0.104,137.0,9,AST COMPETITION,ITA,CCS,CCS-GEN/ITA-GEN,,,,,,,,,,,,,Stephan,POLDERMAN,,,NDL,,,,,,,
33,64,3,2:09.058,+2.821,+0.021,136.9,11,GM SPORT,,CCS,CCS-CHA,,,,,,,,,,,,,Romain,LAVOCAT,,,FRA,,,,,,,
34,40,6,2:09.062,+2.825,+0.004,136.9,12,TEAM LUCAS,,CCS,CCS-GEN,,,,,,,,,,,,,Laurent,DZIADUS,,,FRA,,,,,,,
35,19,10,2:09.101,+2.864,+0.039,136.9,10,ASD SCUDERIA VENANZIO,ITA,,ITA-JUN,,,,,,,,,,,,,Francesco,PAGANO,,,ITA,,,,,,,
36,999,9,2:09.427,+3.190,+0.326,136.5,10,GPA RACING,ITA,CCS,CCS-GEN/ITA-GEN,,,,,,,,,,,,,Horn,HORN,,,FRA,,,,,,,
37,165,8,2:09.801,+3.564,+0.374,136.1,10,RANGONI,,CCS,CCS-GEN,,,,,,,,,,,,,Rolando,BORDACCHINI,,,ITA,,,,,,,
38,12,6,2:10.008,+3.771,+0.207,135.9,10,AST COMPETITION,,CCS,CCS-JUN,,,,,,,,,,,,,Maximus,BUXTON,,,GRB,,,,,,,
39,73,9,2:10.081,+3.844,+0.073,135.9,10,MC MOTORTECNICA,ITA,CCS,CCS-GEN/ITA-GEN,,,,,,,,,,,,,Andrea,CHIERICHETTI,,,ITA,,,,,,,
40,33,7,2:10.757,+4.520,+0.676,135.2,10,GM SPORT,,CCS,CCS-GEN,,,,,,,,,,,,,Michel,FAYE,,,FRA,,,,,,,
41,95,10,2:10.775,+4.538,+0.018,135.1,10,GPA RACING,ITA,CCS,CCS-GEN/ITA-GEN,,,,,,,,,,,,,Gael,ROSTANT,,,FRA,,,,,,,
42,115,9,2:11.776,+5.539,+1.001,134.1,11,GPA RACING,,CCS,CCS-GEN,,,,,,,,,,,,,Stéphane,NEVERS,,,FRA,,,,,,,
43,14,9,2:14.738,+8.501,+2.962,131.2,11,STUCKI MOTORSPORT,,CCS,CCS-GEN,,,,,,,,,,,,,Udo,BRUNNER,,,DEU,,,,,,,
44,6,2,2:26.078,+19.841,+11.340,121.0,3,GPA RACING,ESP,CCS,CCS-CHA/ESP-CHA,,,,,,,,,,,,,Yokeshwaran,KRISHNAVELU,,,IND,,,,,,,
45,22,0,,,,,4,WESTBOURNE MOTORSPORT,,CCS,CCS-JUN,,,,,,,,,,,,,Daire,FLOCK,,,IRL,,,,,,,
