POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,86,Classified,10,20:48.486,-,-,8,2:04.200,142.3,DC RACING,,,,MITJET 2L,,,,,,,,,,,,Jody,LAMBRUGHI,,,ITA,,,,,,,
2,115,Classified,10,20:48.705,+0.219,+0.219,8,2:04.060,142.5,DC RACING,,,,MITJET 2L,,,,,,,,,,,,Alessandro,FERLONI,,,ITA,,,,,,,
3,64,Classified,10,20:49.069,+0.583,+0.364,4,2:03.967,142.6,MV2S,G,G,,MITJET 2L,,,,,,,,,,,,Thomas,LAISNE,,,FRA,,,,,,,
4,27,Classified,10,20:49.756,+1.270,+0.687,8,2:03.950,142.6,AV RACING,,,,MITJET 2L,,,,,,,,,,,,Arnaud,MALIZIA,,,FRA,,,,,,,
5,101,Classified,10,20:51.351,+2.865,+1.595,7,2:02.932,143.8,GTDRIVE RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,Romain,DAMIANI,,,FRA,,,,,,,
6,21,Classified,10,20:53.052,+4.566,+1.701,6,2:03.817,142.7,COSTA OVEST,,,,MITJET 2L,,,,,,,,,,,,Gianpaolo,ORLANDI,,,ITA,,,,,,,
7,1,Classified,10,20:59.805,+11.319,+6.753,4,2:04.490,142.0,NOT ONLY MOTORSPORT,J,J,,MITJET 2L,,,,,,,,,,,,Filippo,TORNAGHI,,,ITA,,,,,,,
8,128,Classified,10,21:07.768,+19.282,+7.963,6,2:05.431,140.9,GTDRIVE RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,Sebastien,GINEYS,,,FRA,,,,,,,
9,80,Classified,10,21:14.415,+25.929,+6.647,7,2:05.937,140.3,GRT MOTORSPORT,J,J,,MITJET 2L,,,,,,,,,,,,Luigi,FERRARI,,,ITA,,,,,,,
10,22,Classified,10,21:15.186,+26.700,+0.771,8,2:06.055,140.2,GRT MOTORSPORT,S,S,,MITJET 2L,,,,,,,,,,,,Giampiero,PAPARUSSO,,,ITA,,,,,,,
11,133,Classified,10,21:18.371,+29.885,+3.185,7,2:04.673,141.8,FARO RACING,,,,MITJET 2L,,,,,,,,,,,,Alessandro,BRIGATTI,,,ITA,,,,,,,
12,25,Classified,10,21:18.381,+29.895,+0.010,9,2:05.596,140.7,WOLFHOUND,J,J,,MITJET 2L,,,,,,,,,,,,Alberto,ANTONUCCI,,,ITA,,,,,,,
13,16,Classified,10,21:18.655,+30.169,+0.274,7,2:04.732,141.7,GTDRIVE RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,Lorenzo,GATTI,,,FRA,,,,,,,
14,34,Classified,10,21:30.595,+42.109,+11.940,4,2:07.229,138.9,ITALCAR,,,,MITJET 2L,,,,,,,,,,,,Simone,FORNASARI,,,ITA,,,,,,,
15,11,Classified,10,21:30.774,+42.288,+0.179,4,2:07.009,139.1,GTDRIVE  RACING TEAM,G,G,,MITJET 2L,,,,,,,,,,,,Jean-Marc,BOURGINEAU,,,FRA,,,,,,,
16,41,Classified,10,21:31.436,+42.950,+0.662,9,2:08.034,138.0,FARO RACING,,,,MITJET 2L,,,,,,,,,,,,Andrea,BAIGUERA,,,ITA,,,,,,,
17,5,Classified,10,21:36.553,+48.067,+5.117,6,2:07.723,138.4,BD RACING,J,J,,MITJET 2L,,,,,,,,,,,,Gherardo,SCARABEL,,,ITA,,,,,,,
18,59,Classified,10,21:37.018,+48.532,+0.465,10,2:07.745,138.3,COSTA OVEST,J,J,,MITJET 2L,,,,,,,,,,,,Luigi,COZZOLINO,,,ITA,,,,,,,
19,99,Classified,10,22:16.502,+1:28.016,+39.484,6,2:07.303,138.8,MV2S,G,G,,MITJET 2L,,,,,,,,,,,,Bastien,OSTIAN,,,FRA,,,,,,,
20,2,Classified,10,22:22.740,+1:34.254,+6.238,6,2:09.569,136.4,BD RACING,S,S,,MITJET 2L,,,,,,,,,,,,Corrado,COSTA,,,ITA,,,,,,,
,19,Not classified,4,8:38.080,,,4,2:07.159,139.0,GRT MOTORSPORT,G,G,,MITJET 2L,,,,,,,,,,,,Danilo,MEDICI,,,ITA,,,,,,,
,245,Not classified,1,2:09.471,,,0,,,JBJ RACING,G,G,,MITJET 2L,,,,,,,,,,,,Jesper,JENSEN,,,DEN,,,,,,,
,18,Not classified,0,,,,0,,,GRT MOTORSPORT,G,G,,MITJET 2L,,,,,,,,,,,,Davide,GAGGIANESI,,,ITA,,,,,,,
